,340_VFD_010\Current,355_ZI_040,815_PT_110A,BE_Machine_Speed_FB,SQ_Per_Hour_Shift2,ST325M030\SpeedFB,ST330M010\SpeedFB,ST340M022\AI3,VFD165_OL_Trim,VFD165_SW_Current
0,58.5938,94.0,94.1093,840.393,961.8969999999999,70.0073,698.6080000000001,175.78099999999998,-1.60321,39.1606
1,58.7891,94.0,94.7217,840.332,961.0889999999999,69.9463,698.6080000000001,187.207,-0.8194969999999999,39.4424
2,58.9844,94.0,94.3409,840.332,961.0889999999999,69.8853,698.7919999999999,183.13,-1.3552799999999998,39.3005
3,58.7891,95.0,95.3695,840.21,960.2869999999999,70.0073,698.669,203.882,-1.67588,39.5902
4,58.3984,95.0,94.7806,840.454,960.2869999999999,69.8853,698.425,193.213,-1.63327,39.8286
5,58.3984,95.0,100.241,840.332,961.877,69.8853,698.425,173.73,-0.999584,39.6453
6,58.5938,95.0,97.3285,840.2710000000001,961.877,69.8853,698.4860000000001,178.833,-1.05566,39.4587
7,58.7891,95.0,95.1732,840.2710000000001,961.078,69.9463,699.2189999999999,182.69,-1.29382,39.6422
8,58.5938,95.0,95.8838,840.393,961.078,69.9463,698.7919999999999,183.984,-1.72675,39.5541
9,58.7891,95.0,94.7296,840.332,960.284,69.9463,698.975,183.984,-0.956208,39.5738
10,58.5938,95.0,94.5882,840.332,960.284,70.0073,698.914,197.65599999999998,-0.806669,39.6124
11,58.3984,95.0,95.2556,840.1489999999999,961.8589999999999,69.8242,698.425,194.678,-0.646336,39.4647
12,58.7891,95.0,96.0604,840.0880000000001,961.8589999999999,69.9463,698.425,180.176,-0.946275,39.5264
13,58.5938,95.0,97.0105,840.332,961.067,69.8242,699.28,175.195,-1.2534299999999998,39.5314
14,58.7891,95.0,96.5197,840.21,961.067,70.0073,698.3639999999999,181.86,-1.90905,39.6035
15,58.7891,95.0,95.3852,840.454,960.2810000000001,69.8242,698.975,194.55599999999998,-1.33701,39.3192
16,58.7891,95.0,95.9348,840.2710000000001,960.2810000000001,69.9463,698.4860000000001,187.40200000000002,-1.70707,39.3674
17,58.7891,95.0,96.3077,840.454,961.84,69.8242,699.4630000000001,200.049,-1.3220399999999999,39.2396
18,58.5938,95.0,94.9926,840.2710000000001,961.84,69.8853,699.0360000000001,183.838,-1.3767399999999999,39.4153
19,58.5938,95.0,94.8159,840.2710000000001,961.056,69.9463,699.0360000000001,175.78099999999998,-1.6606900000000002,39.5872
20,58.7891,95.0,95.81700000000001,840.21,961.056,69.9463,698.6080000000001,173.34,-1.4555799999999999,39.4697
21,58.5938,95.0,95.3616,840.332,960.278,70.0073,697.998,191.919,-1.63582,39.5938
22,58.7891,95.0,96.0565,840.2710000000001,960.278,69.8242,697.8760000000001,198.145,-1.75964,39.5311
23,58.5938,95.0,95.5854,840.21,961.822,69.9463,699.097,187.524,-1.40025,39.4331
24,58.7891,95.0,95.5304,840.1489999999999,961.822,70.0073,698.242,187.93900000000002,-1.6765299999999999,39.5016
25,58.5938,95.0,94.6039,840.2710000000001,963.3560000000001,69.9463,698.6080000000001,178.19799999999998,-8.84215,44.0691
26,58.5938,92.0,94.867,840.454,963.3560000000001,69.9463,699.0360000000001,164.893,-0.137968,39.6322
27,58.5938,92.0,94.8081,840.1489999999999,960.275,69.9463,698.73,186.108,-1.82415,39.5873
28,58.3984,92.0,95.1928,840.637,960.275,70.0073,699.4019999999999,193.213,-1.67852,39.5515
29,58.3984,92.0,94.2585,840.332,961.804,69.8853,698.8530000000001,195.898,-1.06095,39.353
30,58.3984,92.0,94.3723,840.332,961.804,70.0073,698.669,185.205,-0.939942,39.4001
31,58.5938,92.0,95.3734,840.1489999999999,963.324,69.8242,698.73,176.36700000000002,-1.2338200000000001,39.5612
32,58.5938,92.0,95.3459,840.1489999999999,963.324,69.8853,698.4860000000001,175.415,-0.992884,39.2692
33,58.7891,92.0,94.2113,840.1489999999999,960.2719999999999,69.8242,698.6080000000001,175.732,-0.986816,39.4755
34,58.3984,92.0,95.1025,840.21,960.2719999999999,69.9463,699.158,184.57,-1.35954,39.3794
35,58.7891,93.0,96.98299999999999,840.393,961.7869999999999,69.9463,698.4860000000001,193.67700000000002,-1.3063,39.3118
36,58.9844,93.0,95.8131,840.2710000000001,961.7869999999999,70.0073,697.8760000000001,199.53599999999997,-1.3498700000000001,39.3262
37,58.7891,92.0,94.3998,840.2710000000001,961.0260000000001,69.8853,699.0360000000001,181.15200000000002,-1.43402,39.4384
38,58.9844,93.0,95.291,840.454,961.0260000000001,69.9463,698.914,184.57,-1.6949400000000001,39.4798
39,58.9844,92.0,95.4048,840.21,960.2689999999999,70.0073,699.0360000000001,174.707,-0.950314,39.4702
40,58.3984,93.0,95.2635,840.332,960.2689999999999,69.8853,699.28,171.875,-1.4470100000000001,39.5565
41,58.7891,93.0,94.0975,840.332,961.77,70.0073,699.89,188.86700000000002,-0.905646,39.6971
42,58.5938,93.0,95.4205,840.21,961.77,69.8242,698.6080000000001,200.342,-1.62572,39.7559
43,58.9844,93.0,96.0683,840.576,958.77,69.8853,698.73,197.388,-1.54538,39.6509
44,58.3984,93.0,95.5932,840.2710000000001,958.77,69.7632,698.425,176.123,-1.26941,39.7841
45,58.5938,93.0,94.4469,840.2710000000001,960.2660000000001,69.8853,698.12,178.613,-1.524,39.6963
46,58.5938,93.0,95.4912,840.21,960.2660000000001,69.7632,698.181,178.247,-1.28362,39.777
47,58.3984,93.0,96.0486,840.332,961.753,69.9463,698.6080000000001,183.423,-1.1136,39.8056
48,58.3984,93.0,95.39299999999999,840.21,961.753,69.9463,698.242,194.43400000000003,-1.43452,39.8516
49,58.5938,93.0,94.81200000000001,840.2710000000001,958.7810000000001,70.0073,698.4860000000001,192.236,-1.20733,40.0051
50,58.5938,93.0,94.2742,840.21,958.7810000000001,69.9463,699.158,190.942,-1.4484700000000001,39.7824
51,58.5938,93.0,94.0818,840.0269999999999,960.263,70.0073,698.914,171.606,-1.5139,39.7456
52,58.3984,93.0,95.1025,840.21,960.263,69.8853,699.829,181.90900000000002,-1.5829,39.6292
53,58.5938,93.0,95.6914,840.332,961.737,69.8853,698.6080000000001,188.574,-0.9833139999999999,39.4937
54,58.5938,93.0,95.5775,840.454,961.737,69.9463,698.3639999999999,196.362,-1.63246,39.5669
55,58.3984,93.0,96.19,839.966,960.9960000000001,69.7632,698.547,193.09099999999998,-1.25205,39.5294
56,58.5938,93.0,95.075,840.332,960.9960000000001,69.9463,698.3639999999999,197.095,-1.39394,39.5952
57,58.5938,94.0,94.7884,840.332,962.4580000000001,69.7632,698.669,179.59,-0.7947890000000001,39.9082
58,58.5938,93.0,95.2478,840.2710000000001,962.4580000000001,69.9463,698.242,161.279,-1.63004,39.5041
59,58.2031,93.0,95.34200000000001,840.393,963.9110000000001,69.9463,698.6080000000001,176.123,-1.5728799999999998,39.6442
60,58.5938,93.0,94.1446,840.454,963.9110000000001,70.0684,697.998,193.335,-1.46371,39.4158
61,58.2031,93.0,93.6696,840.2710000000001,960.987,69.9463,698.7919999999999,200.757,-1.4005299999999998,39.5758
62,58.3984,94.0,94.0779,840.2710000000001,960.987,70.0073,698.4860000000001,199.12099999999998,-2.42915,39.4587
63,58.3984,94.0,94.3802,840.332,962.435,69.8242,698.73,188.50099999999998,-1.80853,39.6394
64,58.5938,94.0,94.8356,840.1489999999999,962.435,69.7632,698.425,177.46599999999998,-1.6979,39.5563
65,58.3984,93.0,96.2096,840.21,963.875,70.0073,698.303,170.435,-1.3994799999999998,39.7882
66,58.3984,94.0,94.4273,840.0269999999999,963.875,69.9463,698.3639999999999,182.61700000000002,-1.2942799999999999,39.3574
67,58.5938,94.0,94.655,840.454,960.9780000000001,70.0073,697.998,194.678,-1.14191,39.3057
68,58.5938,94.0,94.9141,840.332,960.9780000000001,69.7632,698.914,198.145,-1.5650600000000001,39.4188
69,58.3984,94.0,93.9915,840.332,962.413,69.9463,698.3639999999999,182.373,-0.947934,39.4696
70,58.5938,94.0,95.5265,840.332,962.413,69.7632,699.0360000000001,182.886,-1.2771299999999999,39.6588
71,58.3984,92.0,95.6875,840.21,963.84,69.9463,698.425,176.36700000000002,0.0,0.0
72,58.5938,79.0,96.0526,697.0210000000001,963.84,93.75,578.308,191.357,0.0,0.0
73,58.5938,72.0,96.0997,504.82199999999995,963.1139999999999,84.8389,406.25,188.81799999999998,0.0,0.0
74,58.7891,65.0,95.7149,505.31,963.1139999999999,84.9609,406.616,194.092,0.0,0.0
75,58.5938,58.0,96.0133,505.249,962.3910000000001,85.022,406.494,186.62099999999998,0.0,0.0
76,58.5938,51.0,95.97399999999999,504.944,962.3910000000001,84.9609,406.311,180.64,-4.62199,44.4223
77,58.5938,44.0,95.3616,505.18800000000005,961.673,84.9609,406.43300000000005,175.024,-30.0486,44.3863
78,58.7891,38.0,95.3027,505.249,961.673,84.9609,406.616,176.00099999999998,-28.3582,44.393
79,58.3984,35.0,95.6089,505.12699999999995,958.834,84.9609,406.494,179.541,-4.31688,43.6126
80,58.5938,34.0,95.9662,505.005,958.834,84.7778,406.555,186.62099999999998,-2.44948,43.8531
81,58.5938,36.0,95.2831,505.066,956.0110000000001,84.9609,406.494,196.24,-0.500138,44.232
82,58.5938,40.0,95.6482,504.76099999999997,956.0110000000001,84.9609,406.494,181.738,-2.18644,43.1987
83,58.5938,44.0,95.7621,505.066,953.204,84.9609,406.494,188.232,-1.7199900000000001,43.3986
84,58.5938,48.0,95.4087,504.944,953.204,84.9609,406.555,176.245,-1.4862799999999998,43.3142
85,58.3984,52.0,96.1036,505.066,952.5210000000001,84.7778,406.494,180.24900000000002,-1.25169,43.1038
86,58.3984,55.0,95.87200000000001,505.005,952.5210000000001,84.9609,406.43300000000005,195.313,-2.39681,43.1168
87,58.5938,59.0,95.5775,504.88300000000004,949.742,85.022,406.494,193.213,-1.9407599999999998,38.7363
88,58.5938,62.0,95.5775,505.12699999999995,949.742,84.7778,406.616,172.51,-2.9642,44.2729
89,46.875,67.0,95.81700000000001,479.91900000000004,951.168,153.564,384.155,166.50400000000002,-2.68872,37.0537
90,58.5938,70.0,93.7952,837.4630000000001,951.168,70.3125,661.682,183.667,-2.2121,36.811
91,58.7891,71.0,93.5008,840.393,950.497,69.7632,698.12,176.953,-2.00268,36.812
92,58.5938,72.0,95.1339,840.2710000000001,950.497,70.0684,697.937,184.937,-1.9580799999999998,36.8707
93,58.5938,73.0,95.0986,840.2710000000001,949.83,69.6411,698.059,180.44400000000002,-2.509,36.7925
94,58.5938,73.0,95.0122,840.21,949.83,69.8853,698.242,188.11,-1.76683,36.8483
95,58.7891,74.0,95.0358,840.2710000000001,949.1669999999999,69.8242,698.73,190.088,-2.33411,36.8154
96,58.5938,75.0,96.2017,840.332,949.1669999999999,69.9463,698.975,187.13400000000001,-2.91202,36.7913
97,58.3984,76.0,94.7217,840.21,950.579,69.9463,698.3639999999999,187.842,-2.13705,36.8195
98,58.7891,77.0,95.2792,840.2710000000001,950.579,70.0073,698.3639999999999,192.578,-2.98619,36.7162
99,58.5938,77.0,95.6089,840.1489999999999,949.918,69.8853,698.242,187.40200000000002,-2.90225,36.6541
100,58.5938,78.0,95.1104,840.21,949.918,69.9463,698.3639999999999,180.64,-5.05358,43.9396
101,58.5938,75.0,94.4155,840.1489999999999,951.319,70.0073,699.28,190.942,-2.99139,44.0378
102,58.5938,72.0,95.2635,840.2710000000001,951.319,69.9463,698.6080000000001,191.26,-3.26166,44.0326
103,58.5938,69.0,93.7442,840.393,950.659,69.8242,698.7919999999999,184.424,-3.46844,43.9874
104,58.5938,66.0,93.3477,840.393,950.659,69.7632,698.975,180.933,-3.15788,44.1508
105,58.9844,63.0,94.1368,840.332,950.003,69.9463,698.669,189.96599999999998,-3.23903,44.1021
106,58.7891,60.0,93.9994,840.332,950.003,69.8242,699.2189999999999,191.84599999999998,-2.91142,44.1139
107,58.5938,57.0,94.9769,840.1489999999999,949.3510000000001,70.0073,698.73,177.734,-2.64115,44.0731
108,58.5938,54.0,94.494,840.2710000000001,949.3510000000001,69.9463,697.7539999999999,180.298,-2.67912,44.0482
109,58.5938,52.0,96.1036,694.702,948.702,94.8486,581.665,187.40200000000002,-3.06774,44.0016
110,58.7891,50.0,96.3706,655.151,948.702,104.919,614.99,191.99200000000002,-4.1474,43.9779
111,58.7891,49.0,96.7945,505.249,948.057,84.8999,406.616,192.407,-3.0171200000000002,43.968
112,58.5938,48.0,96.2646,504.88300000000004,948.057,84.9609,406.494,173.56,0.0,0.0
113,58.5938,40.0,95.1104,505.005,947.416,84.8999,406.555,168.408,0.0,0.0
114,58.7891,34.0,93.4223,505.18800000000005,947.416,84.8999,406.555,183.71599999999998,-1.93487,43.9516
115,58.5938,36.0,94.23100000000001,505.12699999999995,946.778,85.083,406.37199999999996,180.81099999999998,-2.27168,44.0197
116,58.3984,39.0,94.7256,505.371,946.778,85.022,406.616,184.644,-3.18466,43.9898
117,58.3984,41.0,95.7581,505.31,944.1310000000001,84.7778,406.73800000000006,193.09099999999998,-2.82534,44.0227
118,58.3984,44.0,95.9269,504.88300000000004,944.1310000000001,84.7778,406.43300000000005,175.928,-2.73225,44.0421
119,58.3984,46.0,95.7149,504.944,943.5060000000001,84.8999,406.555,195.06799999999998,-2.21977,44.1748
120,58.3984,49.0,95.9662,504.82199999999995,943.5060000000001,84.9609,406.37199999999996,191.187,-1.6702,43.9459
121,58.3984,45.0,94.7845,505.005,942.885,84.8999,406.616,180.054,0.0,0.0
122,58.5938,38.0,94.7335,505.249,942.885,84.7168,406.494,194.89700000000002,0.0,0.0
123,58.3984,33.0,95.6678,505.615,942.2669999999999,84.9609,406.616,186.426,-1.81099,44.0632
124,58.5938,33.0,96.1429,504.88300000000004,942.2669999999999,85.3271,406.25,179.297,-3.29664,43.8533
125,58.5938,34.0,95.6325,504.82199999999995,939.6610000000001,84.8999,406.555,187.476,-1.93008,44.1496
126,58.7891,36.0,94.8827,504.944,939.6610000000001,85.022,406.37199999999996,180.56599999999997,-2.33898,44.0119
127,58.5938,37.0,95.4401,505.31,937.07,84.8999,406.555,187.40200000000002,-2.27771,44.0241
128,58.7891,40.0,95.8288,504.88300000000004,937.07,84.9609,406.37199999999996,193.457,-0.420918,44.3287
129,58.3984,45.0,95.1457,504.944,936.4730000000001,84.8999,406.494,187.524,-1.7615599999999998,41.3872
130,58.3984,50.0,95.1928,505.43199999999996,936.4730000000001,84.7778,406.616,180.298,-2.39831,41.4661
131,58.5938,56.0,95.9034,505.249,937.8539999999999,84.8999,406.494,202.148,-1.8241599999999998,41.3796
132,58.3984,59.0,95.7581,505.066,937.8539999999999,84.9609,406.494,189.453,-2.42257,41.5036
133,58.5938,64.0,95.6678,504.944,937.258,84.8999,406.43300000000005,180.688,-1.0507,37.1037
134,58.5938,69.0,94.6196,725.403,937.258,95.7642,581.604,174.63400000000001,-2.87856,36.8356
135,58.3984,70.0,94.1093,840.2710000000001,936.665,70.0073,698.242,190.16099999999997,-1.92315,36.9852
136,58.5938,71.0,94.9926,840.21,936.665,69.8242,698.12,188.86700000000002,-2.37202,36.8563
137,58.7891,71.0,93.8502,840.332,938.034,70.0684,698.4860000000001,195.142,-1.7449,36.9357
138,58.7891,70.0,94.65100000000001,840.393,938.034,69.7632,698.4860000000001,188.574,-3.41026,43.8173
139,58.3984,68.0,94.7413,840.2710000000001,937.443,70.0684,698.181,176.75799999999998,-1.3709200000000001,36.8912
140,58.7891,69.0,94.7492,840.0269999999999,937.443,69.8242,698.669,182.03099999999998,-0.9804930000000001,37.1018
141,58.5938,69.0,94.7845,840.0880000000001,936.8539999999999,70.0684,698.975,187.476,-1.44907,36.971
142,58.5938,70.0,93.4654,840.1489999999999,936.8539999999999,69.8853,698.303,198.364,-1.30405,37.0652
143,58.5938,71.0,93.8737,840.454,938.212,69.7632,698.669,186.62099999999998,-1.28708,37.1827
144,58.3984,72.0,94.5176,840.21,938.212,69.8242,699.28,184.888,-0.7932739999999999,37.1536
145,58.3984,73.0,94.9808,840.21,937.6239999999999,69.9463,697.998,181.982,-0.987173,36.8109
146,58.2031,74.0,94.6982,840.2710000000001,937.6239999999999,69.9463,697.937,189.84400000000002,-1.08035,37.0914
147,58.3984,74.0,94.867,840.1489999999999,937.041,69.8853,699.0360000000001,181.34799999999998,-0.674354,37.2546
148,58.7891,75.0,94.3723,840.1489999999999,937.041,70.1904,698.6080000000001,187.72,-0.482579,36.8732
149,58.5938,76.0,94.7217,840.332,938.3860000000001,69.7632,698.975,191.84599999999998,-0.780705,37.0285
150,58.3984,77.0,94.6785,840.332,938.3860000000001,70.0684,698.303,188.11,-0.315229,36.9143
151,58.2031,77.0,94.7413,840.21,937.803,69.7632,698.059,186.963,-0.55855,37.001
152,58.3984,78.0,94.65100000000001,840.1489999999999,937.803,69.8853,698.12,181.34799999999998,-0.853777,37.0805
153,58.3984,79.0,95.5736,840.21,937.2230000000001,69.7632,698.975,186.49900000000002,-1.43584,36.81
154,58.5938,80.0,93.3437,840.21,937.2230000000001,70.0073,698.12,182.764,-0.925385,36.9364
155,58.5938,80.0,94.4587,840.0880000000001,938.558,69.7021,699.0360000000001,187.524,-1.31239,36.8001
156,58.3984,81.0,94.1721,840.0880000000001,938.558,70.0684,697.7539999999999,194.678,-0.928894,36.8626
157,58.7891,82.0,94.07,840.21,937.9789999999999,69.8242,698.914,182.446,-0.478753,36.8352
158,58.3984,83.0,93.7402,840.0880000000001,937.9789999999999,69.9463,698.6080000000001,174.56099999999998,-1.1859899999999999,37.0679
159,58.7891,83.0,94.3762,840.2710000000001,939.305,70.0684,698.8530000000001,183.78900000000002,-0.89769,37.1304
160,58.5938,84.0,94.0347,840.393,939.305,69.9463,699.0360000000001,197.97400000000002,-0.516601,37.1644
161,58.7891,85.0,94.7845,840.2710000000001,938.727,70.0073,698.914,194.312,-1.1690200000000002,37.034
162,58.7891,76.0,96.0761,840.1489999999999,938.727,69.7632,698.059,191.479,-1.84015,43.7051
163,58.5938,71.0,95.6482,840.2710000000001,940.044,69.9463,698.059,183.545,2.1998599999999997,39.9533
164,58.3984,72.0,94.545,840.0880000000001,940.044,69.8853,698.12,186.304,-1.45831,36.9871
165,58.5938,73.0,94.6236,840.1489999999999,939.467,69.9463,697.937,177.515,-0.14148,37.016999999999996
166,58.3984,74.0,95.0436,840.0880000000001,939.467,69.8853,698.4860000000001,180.005,-1.07435,36.8334
167,58.7891,74.0,95.7346,840.1489999999999,938.8939999999999,69.9463,697.8760000000001,192.285,-0.22884000000000002,36.9871
168,58.5938,75.0,95.1889,840.21,938.8939999999999,69.9463,698.4860000000001,182.61700000000002,-1.17009,36.8239
169,58.7891,76.0,95.6089,840.0880000000001,938.323,70.0073,698.547,193.799,0.0434615,37.0189
170,58.7891,77.0,94.9533,840.332,938.323,70.0073,698.73,187.25599999999997,-1.32781,37.0364
171,58.5938,77.0,95.8484,840.21,937.7560000000001,69.7021,698.8530000000001,185.278,-0.304507,36.9744
172,58.7891,78.0,96.2175,840.2710000000001,937.7560000000001,69.9463,698.914,175.65900000000002,-0.990612,36.801
173,58.5938,79.0,95.2831,840.21,939.058,69.7021,698.547,187.988,-0.260547,36.9129
174,58.5938,80.0,95.0554,840.454,939.058,70.1294,698.6080000000001,198.145,-0.9475040000000001,37.1193
175,58.7891,81.0,94.9023,840.21,938.4910000000001,69.7632,698.425,195.77599999999998,-0.20484899999999998,36.94
176,58.3984,81.0,95.8641,840.1489999999999,938.4910000000001,70.1294,698.059,179.541,-1.60893,37.0897
177,58.5938,82.0,94.2113,840.1489999999999,937.928,69.7021,697.998,188.30599999999998,-0.462492,36.84
178,58.5938,83.0,94.7374,840.1489999999999,937.928,70.0073,697.8760000000001,187.40200000000002,-1.06693,36.766999999999996
179,58.5938,84.0,95.81700000000001,840.21,939.2189999999999,69.8242,698.914,179.785,-0.764766,36.8463
180,58.5938,84.0,95.3302,840.1489999999999,939.2189999999999,70.1294,698.303,186.18200000000002,-1.65078,36.8364
181,58.7891,85.0,95.7306,840.393,938.6560000000001,69.9463,698.975,186.548,-0.271334,36.7782
182,58.3984,86.0,95.4872,840.0880000000001,938.6560000000001,69.8853,698.181,202.417,-1.33822,36.47
183,58.3984,87.0,96.1703,840.0880000000001,939.94,70.0073,698.547,183.081,-0.540351,36.6498
184,58.3984,87.0,95.9191,840.21,939.94,69.8242,698.425,187.012,-1.0185,36.6242
185,58.7891,86.0,95.8366,840.0269999999999,939.378,70.1294,697.815,180.298,-3.5583,44.0013
186,58.7891,83.0,94.9376,840.2710000000001,939.378,69.6411,698.6080000000001,171.94799999999998,0.325629,37.1909
187,58.5938,84.0,96.0094,840.21,940.653,70.1294,699.4019999999999,184.644,-1.5314,36.7233
188,58.5938,84.0,95.8052,840.332,940.653,69.7632,698.547,199.658,-1.93858,36.7483
189,58.3984,85.0,95.6521,840.2710000000001,940.092,70.1294,699.0360000000001,191.65,-1.47245,36.8001
190,58.3984,86.0,94.4508,840.21,940.092,69.7632,698.73,178.687,-2.0312799999999998,36.768
191,58.3984,87.0,94.4979,840.0880000000001,939.534,70.1294,698.3639999999999,185.986,-1.6670099999999999,36.8254
192,58.3984,88.0,95.4244,840.393,939.534,69.8853,699.6460000000001,178.56400000000002,-1.54188,36.7752
193,58.5938,88.0,94.2035,840.332,940.799,69.8853,698.3639999999999,180.56599999999997,-1.45666,36.7786
194,58.3984,89.0,94.2467,840.0880000000001,940.799,69.8853,697.998,171.94799999999998,-1.5460399999999999,36.7265
195,58.5938,90.0,96.135,840.2710000000001,940.243,69.7632,698.303,190.16099999999997,-1.6223,36.8692
196,58.3984,91.0,96.3117,840.0269999999999,940.243,69.8853,697.51,194.238,-2.39115,36.7533
197,58.7891,92.0,94.6,840.0880000000001,939.689,69.8242,698.181,182.959,-1.14357,36.5617
198,58.2031,92.0,95.1889,840.0269999999999,939.689,69.9463,698.914,182.495,-1.63232,36.8154
199,58.3984,93.0,94.4587,840.21,940.944,69.8242,698.914,178.613,-1.7389700000000001,36.6461
200,58.5938,94.0,93.6696,840.2710000000001,940.944,70.1294,697.998,187.012,-2.3047,36.6234
201,58.7891,95.0,96.7788,840.1489999999999,940.3910000000001,69.8853,698.8530000000001,183.71599999999998,-0.759257,36.8105
202,58.5938,96.0,94.0779,840.1489999999999,940.3910000000001,70.0684,698.6080000000001,195.65400000000002,-1.5428,36.9605
203,58.3984,96.0,100.685,840.21,941.637,69.8853,699.28,189.52599999999998,-1.64009,36.7558
204,58.3984,97.0,95.5775,840.393,941.637,70.0684,699.158,184.058,-1.28872,36.7671
205,58.5938,98.0,96.3352,840.2710000000001,941.086,69.8853,698.3639999999999,174.78,-0.9840209999999999,36.6401
206,58.2031,98.0,95.6089,840.454,941.086,69.9463,698.73,184.888,-1.9256799999999998,36.6423
207,58.5938,99.0,95.3577,840.0880000000001,942.325,69.8853,697.998,187.524,-1.77047,39.5399
208,58.3984,99.0,95.6875,840.0880000000001,942.325,69.7632,698.6080000000001,184.57,-2.08894,39.5837
209,58.3984,99.0,95.1496,840.1489999999999,941.7739999999999,70.0073,698.059,193.335,-2.2633799999999997,39.4683
210,58.3984,99.0,94.9965,840.2710000000001,941.7739999999999,69.7021,698.8530000000001,193.335,-2.0634200000000003,39.5626
211,58.2031,99.0,93.8855,840.332,941.2260000000001,69.9463,698.059,187.207,-1.9725,39.6195
212,58.5938,99.0,94.8984,840.21,941.2260000000001,69.7632,698.73,181.787,-1.9404299999999999,39.4072
213,58.3984,99.0,95.3538,840.2710000000001,942.455,70.1904,698.6080000000001,187.988,-2.0371599999999996,39.5858
214,58.5938,99.0,95.1889,840.2710000000001,942.455,69.8242,699.585,190.503,-2.16538,39.5695
215,58.2031,99.0,94.5097,840.393,941.908,70.0684,699.158,193.579,-1.9972599999999998,39.3924
216,58.5938,99.0,95.2007,840.0880000000001,941.908,69.8242,698.547,185.74200000000002,-2.33829,39.5542
217,58.2031,100.0,95.5658,840.454,941.363,69.8853,699.2189999999999,191.138,-1.94215,39.5555
218,58.0078,99.0,95.8759,840.0880000000001,941.363,70.0073,698.181,186.035,-1.8113299999999999,39.3648
219,58.3984,100.0,95.4323,840.1489999999999,942.584,69.7021,698.303,178.442,-1.68805,39.3606
220,58.5938,100.0,95.766,840.454,942.584,69.9463,699.0360000000001,191.40599999999998,-2.13204,39.2886
221,58.3984,100.0,96.1311,840.1489999999999,942.04,69.8242,698.425,194.043,-2.09049,39.4408
222,58.2031,99.0,94.7178,840.2710000000001,942.04,70.1294,698.425,189.453,-1.9487299999999999,39.5092
223,58.2031,100.0,94.706,840.332,941.4989999999999,69.7021,698.425,184.424,-1.7026599999999998,39.6891
224,58.5938,100.0,94.8238,840.21,941.4989999999999,70.3125,698.303,187.646,-2.08681,39.3929
225,58.5938,100.0,95.7738,840.2710000000001,942.71,69.7632,698.669,179.15,-2.7967299999999997,39.5323
226,58.5938,100.0,96.1703,840.1489999999999,942.71,70.1294,698.914,171.729,-2.99744,39.5228
227,58.3984,100.0,95.287,840.0269999999999,942.17,69.8853,698.12,180.56599999999997,-2.95935,39.6798
228,58.3984,100.0,94.8984,840.21,942.17,69.9463,698.547,193.726,-2.6680200000000003,39.5482
229,58.0078,100.0,95.2949,840.21,941.633,69.7632,698.4860000000001,194.092,-2.22831,39.8989
230,58.5938,99.0,95.1653,839.966,941.633,69.8242,699.158,181.61599999999999,-4.825880000000001,43.8479
231,58.2031,95.0,95.5579,840.332,942.835,70.0684,699.28,178.36900000000003,-0.550592,44.4049
232,58.3984,85.0,96.1232,803.5889999999999,942.835,68.7866,510.80300000000005,186.255,0.0,0.0
233,58.2031,76.0,96.2567,505.066,942.299,84.7778,406.555,201.855,-3.20906,43.9102
234,58.2031,71.0,94.9769,504.944,942.299,84.7168,406.555,206.079,-1.6964299999999999,43.9106
235,58.3984,72.0,94.9258,663.2689999999999,941.765,107.971,623.901,201.636,0.0,0.0
236,58.3984,61.0,95.2046,547.913,941.765,83.0688,469.055,171.533,0.0,0.0
237,58.2031,54.0,95.5775,505.55400000000003,941.2339999999999,84.7778,406.555,202.222,-1.2024700000000001,43.4933
238,58.5938,53.0,95.4009,505.18800000000005,941.2339999999999,85.2051,406.616,184.57,0.0825748,44.3497
239,58.2031,55.0,94.0582,505.18800000000005,938.9860000000001,85.083,406.494,185.74200000000002,-0.780401,44.0544
240,58.3984,59.0,94.6942,505.371,938.9860000000001,84.6558,406.67699999999996,192.358,0.730457,43.7962
241,58.3984,64.0,94.2231,504.88300000000004,938.4639999999999,84.8999,406.43300000000005,183.423,0.339817,41.3994
242,58.3984,66.0,94.0661,705.1389999999999,938.4639999999999,95.0928,588.257,176.123,0.10348199999999999,41.7911
243,58.2031,67.0,93.7049,705.322,936.2330000000001,94.7876,588.379,183.423,0.512955,41.8849
244,58.2031,62.0,94.5922,705.0169999999999,936.2330000000001,94.9707,588.135,180.127,-3.8822699999999997,44.0264
245,58.3984,56.0,95.499,505.31,935.72,85.14399999999999,406.494,200.049,-1.11337,43.9091
246,58.2031,57.0,95.4794,504.7,935.72,84.9609,406.43300000000005,201.636,-0.691218,44.1723
247,58.3984,59.0,95.8563,504.88300000000004,935.21,84.7778,406.555,182.202,1.39412,44.3012
248,58.2031,65.0,95.1575,505.18800000000005,935.21,84.7778,406.67699999999996,182.61700000000002,5.01755,36.8272
249,58.3984,71.0,94.8199,505.12699999999995,934.702,85.083,406.494,189.722,3.8767,36.9318
250,58.3984,75.0,93.3477,839.6,934.702,70.1294,683.8989999999999,176.245,2.79032,36.8526
251,58.0078,76.0,94.1642,840.576,934.196,69.9463,699.4630000000001,188.696,0.283562,36.9654
252,58.2031,77.0,93.9522,840.454,934.196,69.7632,698.425,197.095,0.288179,37.0701
253,58.3984,77.0,93.9522,840.21,933.693,70.0684,698.669,191.919,-0.8474,36.8657
