SPC1__Axis__Drive_Load,SPC1__Motor__Current,SPC1__Motor__Torque,SPCS1__Axis__Drive_Load,SPCS1__Motor__Current,SPCS1__Motor__Power,SPCS1__Motor__Torque,prog
8.907430015,2.462944988,15.50577867,22.08099771,5.363951424,3296.232883,15.869132,_N_MPF_DIR_N_6630091120_MPF
8.146425912,1.985902285,12.50242219,21.77534506,5.282992189,3260.532949,15.62635047,_N_MPF_DIR_N_6630091120_MPF
10.46984948,2.941309983,18.46532057,23.78498485,5.790128401,3557.135974,16.88461418,_N_MPF_DIR_N_6630091120_MPF
8.927048836,2.463159885,15.48233471,22.23684888,5.422063377,3318.776135,15.78703292,_N_MPF_DIR_N_6630091120_MPF
8.923914703,2.412498916,15.25103047,22.10936825,5.394026914,3309.104605,15.71611773,_N_MPF_DIR_N_6630091120_MPF
8.33853788,2.337400452,14.7085478,22.60347116,5.498588153,3377.691498,15.98318863,_N_MPF_DIR_N_6630091120_MPF
8.543450861,2.378578562,14.98052064,22.96288866,5.594520874,3433.904139,16.26077896,_N_MPF_DIR_N_6630091120_MPF
8.435969928,2.263524051,14.19386575,23.32176729,5.66938953,3481.831825,16.45718767,_N_MPF_DIR_N_6630091120_MPF
8.784563055,2.374226192,14.93887385,23.04526295,5.61721526,3462.181078,16.31943101,_N_MPF_DIR_N_6630091120_MPF
8.02934142,2.206096298,13.88886551,22.71312405,5.512595192,3400.057881,16.02493609,_N_MPF_DIR_N_6630091120_MPF
9.685796353,2.396942678,15.12741473,22.64565837,5.49883859,3368.112232,16.02525784,_N_MPF_DIR_N_6630091120_MPF
7.984398897,2.16738059,13.65938017,21.77604067,5.334348058,3289.911993,15.52099174,_N_MPF_DIR_N_6630091120_MPF
9.459625533,2.61659807,16.41917409,23.34593079,5.674574641,3492.197793,16.49684615,_N_MPF_DIR_N_6630091120_MPF
8.336328266,2.331355431,14.71141061,23.10325578,5.620126741,3462.467058,16.34415922,_N_MPF_DIR_N_6630091120_MPF
8.39356972,2.341762137,14.76895896,22.71596593,5.524348851,3403.646326,16.09748153,_N_MPF_DIR_N_6630091120_MPF
8.09319407,2.239607185,14.15239655,21.66134689,5.274384146,3236.12597,15.36397044,_N_MPF_DIR_N_6630091120_MPF
8.215537191,2.108779005,13.22407423,23.02534171,5.615014855,3461.242649,16.35744538,_N_MPF_DIR_N_6630091120_MPF
8.647135094,2.256169675,14.22125339,22.70461499,5.525285173,3404.021523,16.08437534,_N_MPF_DIR_N_6630091120_MPF
8.335450248,2.318631132,14.57331564,22.63339591,5.517087967,3398.011666,16.01947905,_N_MPF_DIR_N_6630091120_MPF
8.86983448,2.165008786,13.59846084,22.48059465,5.475270892,3372.877287,15.92933681,_N_MPF_DIR_N_6630091120_MPF
7.95267577,2.19965354,13.87822984,21.75245388,5.316698886,3268.975395,15.48629032,_N_MPF_DIR_N_6630091120_MPF
8.270313704,2.227936626,14.03643443,21.99533598,5.338165536,3286.149993,15.53177049,_N_MPF_DIR_N_6630091120_MPF
7.746394737,2.13668032,13.42916799,21.8876753,5.322843766,3269.204347,15.43660053,_N_MPF_DIR_N_6630091120_MPF
7.563193022,2.123410843,13.36590945,21.69467395,5.283323996,3253.392606,15.41948163,_N_MPF_DIR_N_6630091120_MPF
7.732770213,2.113957562,13.31160328,21.39577801,5.219481504,3209.236523,15.2417264,_N_MPF_DIR_N_6630091120_MPF
7.820661597,2.162747219,13.67232046,21.79746885,5.307948042,3273.781567,15.51324582,_N_MPF_DIR_N_6630091120_MPF
8.000575127,2.225556986,14.06511067,21.79241355,5.309835442,3265.362642,15.40222266,_N_MPF_DIR_N_6630091120_MPF
7.818021395,2.15165927,13.62216129,22.26831293,5.423698777,3337.059365,15.76619635,_N_MPF_DIR_N_6630091120_MPF
7.762400621,2.159265329,13.61345676,21.19099735,5.154201496,3178.573354,14.99622655,_N_MPF_DIR_N_6630091120_MPF
10.56642519,2.943955777,18.53572073,24.90880021,6.064266927,3733.887101,17.36734979,_N_MPF_DIR_N_6630091620_MPF
16.17284017,4.525936925,28.51261669,23.43016195,5.701068802,3511.391161,16.25932532,_N_MPF_DIR_N_6630091620_MPF
11.58509779,3.221693223,20.23777525,24.21982661,5.902142495,3628.620199,16.83596728,_N_MPF_DIR_N_6630091620_MPF
11.03210022,3.069221529,19.43390656,24.76177563,6.037532277,3719.743846,17.28604184,_N_MPF_DIR_N_6630091620_MPF
18.02303732,5.036206296,31.7502796,24.09472064,5.871243419,3613.677807,16.77343795,_N_MPF_DIR_N_6630091620_MPF
18.82997284,5.266550689,33.14812301,24.57800062,5.977850076,3682.953168,17.10681766,_N_MPF_DIR_N_6630091620_MPF
13.63185434,3.798602417,23.94361538,23.95102133,5.835335235,3597.099708,16.6579416,_N_MPF_DIR_N_6630091620_MPF
10.01556352,2.790670808,17.53473932,24.58384629,5.993959954,3688.567679,17.049757,_N_MPF_DIR_N_6630091620_MPF
9.533125281,2.653948709,16.74134203,23.92759461,5.824810519,3587.475462,16.62886522,_N_MPF_DIR_N_6630091620_MPF
9.492241635,2.646170377,16.68718884,24.01500261,5.844263707,3597.046002,16.67604435,_N_MPF_DIR_N_6630091620_MPF
9.374371572,2.605707036,16.43590268,24.37936969,5.946864033,3664.241859,16.9844048,_N_MPF_DIR_N_6630091620_MPF
14.98123516,4.207599649,26.52355114,23.78399594,5.803354083,3570.577383,16.56704403,_N_MPF_DIR_N_6630091620_MPF
10.48315107,2.939131902,18.55671512,23.8595926,5.813563678,3573.285697,16.5698649,_N_MPF_DIR_N_6630091620_MPF
13.67086652,3.785078732,23.80556609,24.35073851,5.938059835,3652.217607,16.95682759,_N_MPF_DIR_N_6630091620_MPF
16.39715265,4.550479011,28.62427445,24.61074715,5.99248519,3692.441314,17.1294292,_N_MPF_DIR_N_6630091620_MPF
11.68773099,3.238273645,20.53086402,23.46550182,5.730357998,3529.414051,16.33093343,_N_MPF_DIR_N_6630091620_MPF
9.979168671,2.797725965,17.60834249,23.26287065,5.662385535,3482.705991,16.14495665,_N_MPF_DIR_N_6630091620_MPF
12.41936606,3.479818065,21.88963173,24.09193547,5.867854088,3604.915104,16.71283988,_N_MPF_DIR_N_6630091620_MPF
12.88264951,3.602256265,22.74929815,23.7675078,5.770744367,3567.789335,16.45801997,_N_MPF_DIR_N_6630091620_MPF
13.99507826,3.897579118,24.54214348,23.07400467,5.620784591,3462.488809,16.0099029,_N_MPF_DIR_N_6630091620_MPF
9.605233887,2.679132263,16.89239662,23.77502187,5.78975733,3568.495369,16.49631786,_N_MPF_DIR_N_6630091620_MPF
9.549218685,2.660883661,16.74047947,22.92535062,5.581077245,3438.113291,15.91242522,_N_MPF_DIR_N_6630091620_MPF
12.74270657,3.528653646,22.16050143,24.03094888,5.852202946,3603.682013,16.67232665,_N_MPF_DIR_N_6630091620_MPF
11.03938177,3.084064361,19.45957265,23.58483643,5.752171172,3541.154843,16.38827208,_N_MPF_DIR_N_6630091620_MPF
10.80445525,3.038098178,19.15363649,23.549871,5.7329236,3531.501229,16.31511978,_N_MPF_DIR_N_6630091620_MPF
9.31604376,2.588939681,16.35959971,22.94889003,5.587097973,3452.840754,15.92361135,_N_MPF_DIR_N_6630091620_MPF
13.13394497,3.675431794,23.13463025,23.19501773,5.642422965,3483.314868,16.07586134,_N_MPF_DIR_N_6630091620_MPF
13.59843446,3.796315673,23.90727622,24.23177742,5.916685931,3637.670863,16.78920975,_N_MPF_DIR_N_6630091620_MPF
9.012756356,2.515630027,15.83944265,23.7842784,5.791001544,3565.720198,16.47353088,_N_MPF_DIR_N_6630091620_MPF
9.114461081,2.54815927,16.01271388,23.40886852,5.718516859,3510.091774,16.26993991,_N_MPF_DIR_N_6630091620_MPF
10.29659511,2.871741811,18.13456076,23.34326636,5.689123908,3502.630962,16.15529575,_N_MPF_DIR_N_6630091620_MPF
10.47939236,2.94702748,18.64609249,23.40334851,5.707939372,3511.727462,16.22256358,_N_MPF_DIR_N_6630091620_MPF
11.21707078,3.109216325,19.55779197,23.55418486,5.74082564,3530.73473,16.33015925,_N_MPF_DIR_N_6630091620_MPF
10.62636787,2.979123383,18.81813191,23.37754704,5.689118854,3511.709966,16.1892695,_N_MPF_DIR_N_6630091620_MPF
10.11164532,2.801087761,17.73152555,22.74444354,5.548071643,3420.592626,15.77229781,_N_MPF_DIR_N_6630091620_MPF
9.037301082,2.532481472,15.93780228,23.39291738,5.691699871,3499.65637,16.18398151,_N_MPF_DIR_N_6630091620_MPF
10.1614955,2.831891131,17.83612319,23.36577041,5.681465492,3503.174686,16.15671739,_N_MPF_DIR_N_6630091620_MPF
11.24219068,3.136020905,19.74933671,24.07065154,5.860789297,3617.843297,16.68335405,_N_MPF_DIR_N_6630091620_MPF
13.7048534,3.802356876,23.97686561,23.83372578,5.795608261,3572.176207,16.48346821,_N_MPF_DIR_N_6630091620_MPF
11.91978027,3.351032725,21.10866292,23.04884665,5.611345016,3451.011262,15.93005197,_N_MPF_DIR_N_6630091620_MPF
10.6305077,2.978775025,18.79133929,23.00110769,5.603955687,3446.74118,15.91325298,_N_MPF_DIR_N_6630091620_MPF
10.85466915,3.043501,19.18365886,23.2778256,5.665662289,3491.261382,16.07914788,_N_MPF_DIR_N_6630091620_MPF
16.51341115,4.590885576,28.92552758,24.17814912,5.886120315,3620.522009,16.7086082,_N_MPF_DIR_N_6630091620_MPF
10.1846555,2.858802595,18.01831085,23.37184693,5.680351282,3496.210099,16.13145015,_N_MPF_DIR_N_6630091620_MPF
11.64493882,3.266716385,20.52914972,22.8360192,5.563005873,3436.269567,15.78777825,_N_MPF_DIR_N_6630091620_MPF
10.46664857,2.912937972,18.41022078,25.00557507,6.085781875,3742.376196,17.25623521,_N_MPF_DIR_N_6630091620_MPF
10.51552909,2.928872068,18.42083143,24.36300222,5.936865493,3656.561172,16.85177429,_N_MPF_DIR_N_6630091620_MPF
14.85537702,4.157229409,26.23827193,24.06800032,5.86794535,3608.112374,16.65177924,_N_MPF_DIR_N_6630091620_MPF
9.669054968,2.711330264,17.06233192,24.24354339,5.893992792,3635.337296,16.71614548,_N_MPF_DIR_N_6630091620_MPF
10.12455224,2.808502509,17.73335931,24.37942308,5.935958801,3655.453656,16.83067821,_N_MPF_DIR_N_6630091620_MPF
11.55703704,3.210475807,20.19416266,24.58238829,5.985294075,3686.031274,16.95744413,_N_MPF_DIR_N_6630091620_MPF
14.41405736,4.032299358,25.46997187,23.34906339,5.705355996,3511.460336,16.17382419,_N_MPF_DIR_N_6630091620_MPF
10.31857773,2.856059501,17.96106056,24.5313446,5.963987785,3679.128096,16.98180423,_N_MPF_DIR_N_6630091620_MPF
10.97447454,3.044956364,19.2100113,24.28545765,5.910616353,3635.999295,16.75995904,_N_MPF_DIR_N_6630091620_MPF
10.00535895,2.778871618,17.48174752,23.66168517,5.761605517,3545.637192,16.33153191,_N_MPF_DIR_N_6630091620_MPF
10.50639267,2.927184797,18.40464113,23.57081636,5.738945114,3541.983332,16.29200426,_N_MPF_DIR_N_6630091620_MPF
10.34787934,2.901072187,18.30453736,23.93787428,5.829610882,3585.845391,16.5767931,_N_MPF_DIR_N_6630091620_MPF
10.24098265,2.874351204,18.12697099,23.37887591,5.699266716,3505.290267,16.16896685,_N_MPF_DIR_N_6630091620_MPF
11.88972841,3.298426909,20.77311936,23.91685255,5.832567778,3589.491,16.53697234,_N_MPF_DIR_N_6630091620_MPF
12.45582611,3.44289395,21.77981547,24.24721376,5.889637339,3634.404844,16.65916147,_N_MPF_DIR_N_6630091620_MPF
10.80196196,3.033245203,19.09854843,24.39211767,5.935681214,3659.913527,16.80533191,_N_MPF_DIR_N_6630091620_MPF
9.491659989,2.66128633,16.75408172,23.63927954,5.778061727,3552.875319,16.32485319,_N_MPF_DIR_N_6630091620_MPF
15.87349901,4.44718909,27.93845864,24.73056832,6.027124332,3709.610978,17.13354572,_N_MPF_DIR_N_6630091620_MPF
10.56376311,2.956687799,18.61391667,24.37824314,5.958649195,3658.549849,16.89222458,_N_MPF_DIR_N_6630091620_MPF
10.37657633,2.90549817,18.30417775,23.81890802,5.794411713,3564.373572,16.43461705,_N_MPF_DIR_N_6630091620_MPF
10.49503999,2.942810775,18.53018971,23.41693654,5.711455133,3514.527127,16.19161324,_N_MPF_DIR_N_6630091620_MPF
9.675927525,2.698895384,16.97634068,24.01608818,5.851802064,3600.006401,16.53578561,_N_MPF_DIR_N_6630091620_MPF
10.43893673,2.905641294,18.26050374,24.69552668,6.015821799,3700.333412,16.96666966,_N_MPF_DIR_N_6630091620_MPF
9.014453531,2.503785044,15.7516615,23.10296875,5.622148827,3461.118271,15.89998025,_N_MPF_DIR_N_6630091620_MPF
9.250748615,2.581999591,16.26609366,23.41418531,5.699074611,3515.735741,16.13147695,_N_MPF_DIR_N_6630091620_MPF
9.637013285,2.696547142,17.00917277,23.92815832,5.831640831,3590.957905,16.49311859,_N_MPF_DIR_N_6630091620_MPF
9.271923341,2.603794188,16.3632282,23.98951332,5.852316652,3601.168711,16.54496512,_N_MPF_DIR_N_6630091620_MPF
11.03676377,3.082592879,19.34817284,23.56930745,5.742962124,3523.07015,16.22456516,_N_MPF_DIR_N_6630091620_MPF
13.40431432,3.73841309,23.59866,24.55296104,5.977395891,3682.390553,16.89071571,_N_MPF_DIR_N_6630091620_MPF
11.01877992,3.050183276,19.21849296,24.38816986,5.953369476,3657.058272,16.83974648,_N_MPF_DIR_N_6630091620_MPF
9.439048817,2.640364266,16.59349237,24.28968117,5.903691077,3637.766737,16.65731345,_N_MPF_DIR_N_6630091620_MPF
10.93766908,3.064180576,19.36895429,23.50396238,5.716798472,3527.87971,16.19460526,_N_MPF_DIR_N_6630091620_MPF
12.29822854,3.434230799,21.64887926,23.72109671,5.764254837,3555.616263,16.33225852,_N_MPF_DIR_N_6630091620_MPF
16.85123416,4.666079738,29.41552958,24.71166391,6.013932672,3706.335674,17.02592785,_N_MPF_DIR_N_6630091620_MPF
14.21228261,3.965978058,24.95635977,23.94520315,5.824327644,3582.783567,16.44407783,_N_MPF_DIR_N_6630091620_MPF
11.79672062,3.291864081,20.71045349,24.39913194,5.931843236,3656.142865,16.76848692,_N_MPF_DIR_N_6630091620_MPF
12.89461877,3.622400228,22.7211835,23.82455666,5.821709703,3575.757775,16.4471266,_N_MPF_DIR_N_6630091620_MPF
10.995866,3.056436342,19.30413557,24.03060868,5.846658772,3605.496764,16.54928863,_N_MPF_DIR_N_6630091620_MPF
14.4338706,4.042613872,25.41662297,24.23014799,5.901717663,3638.331877,16.63541973,_N_MPF_DIR_N_6630091620_MPF
10.43613978,2.929345704,18.43724429,24.01334052,5.843648075,3599.936858,16.50752143,_N_MPF_DIR_N_6630091620_MPF
10.08642828,2.804052806,17.66291849,23.87888993,5.824809655,3583.945742,16.44043523,_N_MPF_DIR_N_6630091620_MPF
9.356591307,2.633000248,16.47819006,24.21888387,5.911473597,3634.282815,16.5888655,_N_MPF_DIR_N_6630091620_MPF
11.94488182,3.322540798,20.95546751,23.390715,5.71546781,3515.222998,16.12237994,_N_MPF_DIR_N_6630091620_MPF
11.06059993,3.094207116,19.47496201,22.48554633,5.484691958,3373.06673,15.50915198,_N_MPF_DIR_N_6630091620_MPF
9.479168482,2.632703146,16.59423065,24.57306272,5.987562466,3685.32618,16.83455952,_N_MPF_DIR_N_6630091620_MPF
10.94863309,3.033166608,19.17053666,23.17230133,5.644372675,3471.579291,15.91680938,_N_MPF_DIR_N_6630091620_MPF
9.15216508,2.538339133,16.06832382,23.94151455,5.831262178,3598.016146,16.46948502,_N_MPF_DIR_N_6630091620_MPF
11.56532025,3.218137893,20.2654296,24.42314761,5.948926729,3660.659607,16.76801724,_N_MPF_DIR_N_6630091620_MPF
9.238164498,2.585936129,16.31481294,24.21492998,5.881870182,3624.412399,16.57070183,_N_MPF_DIR_N_6630091620_MPF
11.34022588,3.190121504,20.05377101,23.72880579,5.781872562,3566.081011,16.30054783,_N_MPF_DIR_N_6630091620_MPF
9.140956332,2.552033689,16.11135,23.77645438,5.789504854,3565.590534,16.30288429,_N_MPF_DIR_N_6630091620_MPF
9.317294803,2.607874749,16.43467541,23.9218106,5.809061967,3587.253186,16.37813122,_N_MPF_DIR_N_6630091620_MPF
11.46063233,3.207109368,20.2276,23.75701905,5.787163967,3561.112435,16.28593286,_N_MPF_DIR_N_6630091620_MPF
8.388076366,2.314499874,14.62731003,23.64660572,5.756281624,3534.367874,16.39668845,_N_MPF_DIR_N_6630091620_MPF
8.148576541,2.22287521,13.98523318,23.46306361,5.697994775,3534.151605,16.15145889,_N_MPF_DIR_N_6630091620_MPF
8.231906305,2.290143237,14.45632946,22.32270038,5.439839174,3343.461769,15.40501887,_N_MPF_DIR_N_6630091620_MPF
7.785637907,2.161392833,13.56829539,21.61475705,5.265896673,3243.886203,14.99042954,_N_MPF_DIR_N_6630091620_MPF
8.270544295,2.268843724,14.25692529,22.34702276,5.430320219,3349.669102,15.35122701,_N_MPF_DIR_N_6630091620_MPF
7.967963662,2.203976916,13.92577496,22.7021165,5.521707656,3408.01675,15.63880872,_N_MPF_DIR_N_6630091620_MPF
8.012750166,2.21577985,13.99264466,22.79375054,5.552299678,3424.074187,15.76532444,_N_MPF_DIR_N_6630091620_MPF
8.383831391,2.313399299,14.49274133,23.20398761,5.626283317,3479.85586,15.9034552,_N_MPF_DIR_N_6630091620_MPF
7.791427341,2.16919953,13.69182531,22.47714077,5.475631525,3373.040641,15.499989,_N_MPF_DIR_N_6630091620_MPF
7.847907007,2.174704588,13.70370501,22.23299308,5.386143001,3330.806231,15.28556292,_N_MPF_DIR_N_6630091620_MPF
7.686590777,2.139820513,13.49136,22.3967538,5.430499564,3355.813933,15.3835931,_N_MPF_DIR_N_6630091120_MPF
7.714724409,2.137528912,13.51438408,22.47536088,5.474032868,3358.012444,15.51127095,_N_MPF_DIR_N_6630091120_MPF
7.976915973,2.20188527,13.8258679,22.27500201,5.417530617,3343.077484,15.4452642,_N_MPF_DIR_N_6630091120_MPF
4.980944958,1.394464576,8.78456567,12.9202695,3.150674609,1926.865034,8.805868661,_N_MPF_DIR_N_6630091120_MPF
8.561570117,2.378128154,14.99832187,24.13418228,5.886402826,3624.666089,16.61081568,_N_MPF_DIR_N_6630091120_MPF
11.34184722,3.164775406,19.903223,22.97192074,5.597019542,3450.11531,15.838554,_N_MPF_DIR_N_6630091120_MPF
7.582772204,2.112247131,13.3342215,21.58243443,5.25001968,3231.741885,14.95490155,_N_MPF_DIR_N_6630091120_MPF
7.800268434,2.142454747,13.59568767,22.05160924,5.36239019,3298.421108,15.15406702,_N_MPF_DIR_N_6630091120_MPF
7.70674807,2.140430702,13.45057867,21.69262473,5.275617622,3248.333095,14.90970481,_N_MPF_DIR_N_6630091120_MPF
9.337417388,2.597117801,16.4031726,22.87612706,5.5734834,3428.731333,15.75462466,_N_MPF_DIR_N_6630091120_MPF
7.7281407,2.164247867,13.60663492,23.07586671,5.623515302,3462.556705,15.88089418,_N_MPF_DIR_N_6630091120_MPF
7.816688524,2.162410557,13.68891322,22.31274186,5.445453977,3356.106773,15.39696796,_N_MPF_DIR_N_6630091120_MPF
7.441776366,2.063044122,12.90368085,20.97046223,5.126335382,3142.872369,14.48136968,_N_MPF_DIR_N_6630091120_MPF
7.661266595,2.104347378,13.30914658,22.06403339,5.369566121,3307.126171,15.22890274,_N_MPF_DIR_N_6630091120_MPF
7.759115861,2.166745278,13.71938244,22.42623563,5.458010156,3359.858864,15.41794051,_N_MPF_DIR_N_6630091120_MPF
8.48105296,2.332603172,14.74710317,22.13327721,5.400863652,3312.170982,15.30710979,_N_MPF_DIR_N_6630091120_MPF
9.320948506,2.571807286,16.21647978,21.64074677,5.257679827,3232.104188,14.8749097,_N_MPF_DIR_N_6630091120_MPF
7.52128505,2.080294762,13.09957089,21.17063112,5.187608791,3187.415819,14.62362911,_N_MPF_DIR_N_6630091120_MPF
7.596196571,2.105143229,13.26506746,22.33081799,5.48678031,3360.533871,15.46769577,_N_MPF_DIR_N_6630091120_MPF
10.17054749,2.803279748,17.65809354,22.91640084,5.586887876,3438.155765,15.75169188,_N_MPF_DIR_N_6630091120_MPF
11.01422871,3.072292456,19.28964586,23.32066362,5.657195517,3485.769079,15.99046811,_N_MPF_DIR_N_6630091120_MPF
7.531291295,2.075892626,13.09644075,22.0607468,5.350027034,3299.722397,15.12754594,_N_MPF_DIR_N_6630091120_MPF
7.786295224,2.167145192,13.69515427,23.09864559,5.625022209,3463.922316,15.88269697,_N_MPF_DIR_N_6630091120_MPF
7.730886102,2.125193663,13.34014054,22.07361995,5.375902571,3311.504358,15.19623514,_N_MPF_DIR_N_6630091120_MPF
7.534637262,2.078930131,13.11379204,21.98252061,5.339208098,3289.938994,15.12101669,_N_MPF_DIR_N_6630091120_MPF
7.688299953,2.13033508,13.4844922,22.77318644,5.539314457,3423.522576,15.6523773,_N_MPF_DIR_N_6630091120_MPF
7.661545667,2.159530455,13.60473236,22.61537023,5.540876582,3388.214953,15.60523169,_N_MPF_DIR_N_6630091120_MPF
7.650032145,2.139163698,13.52027968,22.301618,5.447950301,3358.201621,15.37891161,_N_MPF_DIR_N_6630091120_MPF
7.89031583,2.187749875,13.75109008,21.99105443,5.312239124,3271.246503,15.07527676,_N_MPF_DIR_N_6630091120_MPF
8.014553341,2.230366453,14.11605087,22.28098592,5.442820118,3337.730794,15.41296386,_N_MPF_DIR_N_6630091120_MPF
11.72059464,3.268620657,20.57474513,24.85771496,6.04887819,3722.736022,16.84944708,_N_MPF_DIR_N_6630091620_MPF
9.471128085,2.634527005,16.56950075,22.71522304,5.532513514,3404.217785,15.40913273,_N_MPF_DIR_N_6630091620_MPF
14.12763049,3.967559465,25.05506178,23.13336781,5.641509742,3458.375168,15.7092773,_N_MPF_DIR_N_6630091620_MPF
12.82913542,3.557414389,22.37541168,22.50377796,5.480690703,3369.088999,15.23405839,_N_MPF_DIR_N_6630091620_MPF
16.05891761,4.490529355,28.27301329,22.61544569,5.501564192,3391.011462,15.33099557,_N_MPF_DIR_N_6630091620_MPF
9.590382291,2.67716675,16.85456176,22.82796522,5.566467642,3428.501393,15.48566176,_N_MPF_DIR_N_6630091120_MPF
