G_RIGHT PROXIMAL,G_RIGHT MIDDLE,G_RIGHT DISTAL,G_LEFT PROXIMAL,G_LEFT MIDDLE,G_LEFT DISTAL,S_Scrap
3.6732,4.7296,3.1238,3.6804,3.8342,3.7416,1
3.5837,4.7726,2.8941,3.8165,3.8191,3.7246,0
3.2187,4.1752,2.5571,3.9176,3.35,3.307,0
2.9531,4.6208,3.6252,3.6126,4.4146,3.6484,0
3.0671,3.6112,2.5847,3.1344,3.0046,3.2523,0
4.3719,4.17,3.2723,4.464,3.4852,3.1811,0
3.2341,4.5555,2.9902,3.3973,3.892,3.4122,0
4.2261,4.6447,2.8869,3.8457,3.9122,3.7932,0
3.8015,4.1835,3.7871,3.264,3.5861,3.4585,0
2.4397,4.0862,2.9675,2.6214,2.6139,2.8947,0
2.5621,3.7258,1.9589,2.9114,3.0074,2.797,0
2.9646,3.9487,2.5744,3.0456,3.4117,3.3803,0
2.849,3.5716,2.0804,2.6616,2.8801,3.1414,0
2.9962,3.6147,2.2342,3.1502,2.9102,3.046,0
2.8551,4.037,3.5221,2.8018,3.5318,3.1245,0
3.4467,4.3457,2.9198,3.295,3.379,3.3497,0
3.3572,4.5417,3.528,3.4737,3.7201,3.2233,0
3.0322,4.1798,3.4311,3.4931,3.811,3.7485,0
2.8758,3.8441,3.9247,2.7751,2.8666,3.3095,0
2.249,3.3978,2.1095,3.0213,3.0913,2.9093,0
3.2009,4.2627,2.5252,3.2465,3.5119,3.4479,0
3.569,4.5221,3.1325,3.743,4.0836,3.8152,0
2.7395,3.6987,2.387,2.9184,2.8319,2.82,0
3.1204,4.331,2.895,3.4006,3.836,3.4587,0
2.8316,3.6139,2.3277,2.6559,2.8779,3.1735,0
2.4536,3.3807,1.9036,2.7125,2.7265,2.8947,0
5.0689,4.4179,3.6578,5.4686,3.643,3.3022,0
3.5624,4.4922,3.4006,3.2825,3.6135,3.5457,0
3.1001,4.6479,3.5243,3.8681,4.3706,3.5163,0
3.4135,4.7163,3.1387,3.5758,3.8287,3.8632,0
3.8249,4.3004,2.8197,3.7537,3.9282,3.866,0
3.1485,3.9761,2.6747,2.8504,3.0884,3.3752,0
2.8183,3.6941,2.2921,2.6951,3,3.0936,0
3.1818,4.416,2.8946,3.4962,3.7985,3.5019,0
3.6085,4.7255,3.1894,3.6285,4.1458,3.3965,0
2.7491,3.7272,2.4255,2.7647,2.8253,3.22,0
2.7072,3.6054,2.0268,2.654,2.5109,2.7709,0
3.6409,4.4896,3.2955,3.4869,3.7616,3.9196,0
3.5228,4.7274,3.128,3.553,4.2403,3.4784,0
3.6147,4.655,3.1707,3.8196,3.8674,3.9051,0
2.7055,3.9763,2.6946,2.9557,3.3959,3.4557,0
3.947,4.6544,2.7251,3.6301,3.7574,3.6697,0
3.1997,4.4969,3.3972,3.423,3.7966,3.3985,0
2.8411,3.8078,2.3481,3.155,3.409,3.4864,0
3.6278,4.3923,2.9011,3.4359,3.7517,3.7006,0
3.306,4.0947,2.8617,3.4175,3.1305,3.1008,0
3.0771,4.1468,2.7563,3.555,3.2932,3.3141,0
3.4018,4.1248,2.9305,3.4005,3.3931,3.6261,0
2.5468,3.4921,2.1702,2.5071,2.5617,2.9654,0
3.426319054,4.485213166,3.063543699,3.561297113,3.739712915,3.686765682,1
3.662099851,4.735489347,2.723219885,3.898686031,4.114970886,3.742196981,1
3.896651667,4.533597359,3.042699086,3.762232473,3.695944174,3.770779583,1
3.655231931,4.681272772,2.737116923,3.835322079,4.024291835,3.738610764,1
3.746992796,4.688709352,2.794578806,3.875056357,3.99602301,3.746494014,1
3.491141644,4.571947039,3.775921803,3.618174981,4.0895555,3.62830417,1
3.885930485,4.566516146,2.678138109,4.25546757,3.760789287,4.179068111,1
3.511317572,4.187709119,2.918480967,3.496519288,3.496918388,3.309832219,1
3.829541888,4.640419765,2.897031039,3.852407018,3.887099537,3.757342857,1
3.652060435,4.726903004,2.881428753,3.903133316,4.163010373,3.775309441,1
3.431851961,4.730453856,3.341366923,3.622424119,4.163608398,3.583087944,1
3.819518817,4.629148115,2.674298621,4.137775699,3.880124383,4.018356707,1
3.666584845,4.735124745,2.809689195,3.838436772,4.031346147,3.73723836,1
3.642357271,4.718604245,3.034338711,3.907431648,4.209440867,3.807312861,1
3.330448104,4.59323911,3.097250481,3.749130303,4.116378887,4.014045074,1
3.990211754,4.570987217,3.071914852,3.859234559,3.707676356,3.801807493,1
3.870874424,4.615492523,3.086681509,3.770410663,3.747344073,3.764354373,1
3.327964989,4.67671686,3.285235542,3.578557299,4.096277265,3.698221288,1
3.718865999,4.699125013,2.685568156,3.982361891,4.026018078,3.835236929,1
3.440548279,4.602296339,3.755090938,3.564191007,4.092834997,3.576686733,1
3.670483659,4.728586694,3.117600952,3.699772024,3.866583212,3.747492501,1
2.543576817,3.574552482,2.366287257,2.741895454,3.096936185,3.095977209,1
3.545785031,4.475418664,2.94812636,3.610666556,3.767120562,3.832033239,1
3.435922704,4.606869971,3.747185126,3.560243296,4.094162155,3.572191016,1
3.571184604,4.693046752,2.776595912,3.854414901,4.087640377,3.830082421,1
3.588717457,4.447879661,2.943491417,3.576631866,3.701706971,3.782808116,1
3.997603172,4.57472605,3.07303607,3.873922523,3.708620767,3.810445189,1
2.920750899,3.821314599,2.972759594,2.957056296,3.276866895,3.160238177,1
2.8734,4.0364,2.9471,2.922,3.2245,3.608,0
3.8252,4.1144,2.9602,3.8432,3.629,4.0513,0
2.8018,3.8281,2.3726,2.9644,3.2251,3.2408,0
3.4778,4.4547,2.8467,3.5929,3.6889,3.6751,0
2.9576,4.4543,2.8264,3.7066,3.9992,3.5589,0
4.2626,3.7158,2.1087,4.2603,3.3862,3.3102,0
2.8324,4.5562,3.5764,3.4203,4.1105,3.4677,0
4.256,4.5697,2.7948,3.9946,3.7141,4.0181,1
3.2966,4.2491,3.2146,3.3356,3.5789,3.1518,0
3.5468,3.9413,2.9198,3.1487,3.0412,3.4648,0
3.5017,4.4967,3.0841,3.7206,3.9517,4.1485,0
3.3758,4.249,2.837,3.188,3.4079,3.7104,0
4.0102,4.6337,3.1236,3.9363,4.154,4.1011,0
3.2517,4.2234,2.6676,3.326,3.3037,3.3049,0
3.1346,4.0291,2.9104,3.3291,3.1334,3.0947,0
3.854,3.9957,2.6099,2.9639,3.1799,3.3055,0
3.5533,4.4782,2.9898,3.6811,3.7513,3.7056,0
3.1266,4.3875,2.3477,3.2883,3.3066,3.4462,0
2.8217,3.8178,2.4313,3.0304,3.3615,3.5195,0
3.5682,4.6546,3.2635,3.5091,3.6253,3.7824,0
2.8101,4.2274,2.3236,3.1478,3.4961,2.6988,0
3.9108,4.6879,2.7908,3.8411,3.8101,3.6007,0
3.4886,4.7881,3.3881,3.7957,4.4983,3.6306,0
2.5668,3.9929,2.561,2.6933,3.2823,3.0442,0
2.8851,4.2657,3.5294,3.0698,3.5061,3.1926,0
3.0024,3.9744,2.5388,3.1247,3.4853,3.2976,0
2.8791,3.4511,2.304,2.8274,2.7872,3.1559,0
3.4552,4.7986,2.8463,3.657,3.8427,3.8495,0
3.5688,4.6079,3.0568,3.6533,3.9241,3.6836,0
3.6524,4.5866,2.9798,3.978,3.9936,4.0658,0
3.3501,4.1055,3.0228,3.2098,3.4843,3.8996,0
2.6057,3.8276,2.4875,3.0756,3.4854,3.5024,0
2.92,4.491,2.6443,3.3765,3.7718,3.2721,0
3.4041,4.3732,2.9477,3.5417,3.9182,3.9008,0
3.5454,4.6515,3.2567,3.5609,3.7052,3.8226,0
2.6444,3.9513,2.8915,2.7851,3.0482,3.2827,0
2.9928,4.0685,2.0568,3.1048,3.2752,3.3074,0
2.9497,4.1188,2.7599,3.2428,3.5109,3.3454,0
2.9906,4.0533,2.3649,3.1973,3.5242,3.3047,0
3.8527,4.6145,2.899,3.7399,3.6423,3.4876,0
3.7313,4.5364,2.8929,4.1079,4.2395,3.9555,0
3.5403,4.542,3.5938,3.4149,3.8542,3.5644,0
2.9025,4.028,2.4582,3.0279,3.3366,3.4709,0
2.6429,3.8558,2.351,3.3468,3.7768,3.6652,0
4.1606,4.8871,2.999,3.8218,4.0323,3.8075,0
4.2351,4.9323,3.1992,4.0119,3.6452,3.9848,1
2.9579,4.1716,3.4732,3.0796,3.536,3.3924,0
3.2693,4.2885,3.4063,3.024,3.4495,3.0484,0
2.9309,4.1553,3.3669,3.1599,3.5541,3.4995,0
3.6906,4.7137,3.8412,3.8554,4.2063,3.6995,0
3.3144,4.3882,2.5291,3.2706,3.2012,3.0223,0
3.3715,4.6264,4.1485,3.5976,4.0782,3.6475,0
3.1525,4.3271,3.3498,3.3484,3.9575,3.8012,0
2.7567,3.6355,3.0266,2.6189,3.0747,3.0104,0
3.1742,4.1088,2.51,3.0071,3.094,3.2822,0
3.1505,4.3288,2.5561,3.1508,3.7085,3.4428,0
2.9367,4.0327,3.2373,3.0082,3.5679,3.5386,0
3.0004,4.099,2.3208,2.8645,3.0984,2.87,0
2.5528,3.5014,1.8988,2.7168,3.1575,3.1329,0
3.8087,4.4474,3.2393,3.7316,3.7085,2.6613,0
3.8484,4.5431,2.9297,4.0758,4.1234,4.0381,0
2.599,3.7875,2.5563,2.5789,3.0633,3.4445,0
2.3732,3.0252,2.0031,2.5643,2.0988,2.7609,0
3.6652,4.7332,3.1394,4.1657,4.2832,4.1464,0
3.0534,4.6562,3.9644,3.4344,4.2178,3.6396,0
3.3215,4.5475,2.8841,3.3618,3.7813,3.4656,0
3.0969,4.2627,3.051,3.2666,3.6298,3.3957,0
2.3539,3.9134,2.2717,2.6557,3.1751,3.1631,0
3.3883,4.3167,2.7992,3.5485,3.7362,3.5633,0
3.3313,4.0139,2.5905,3.1983,3.2104,3.3162,0
2.8149,4.0186,2.2001,3.1137,3.4409,3.2422,0
3.0838,4.4922,3.3504,3.4528,4.3077,3.6349,0
3.4941,4.329,3.7015,3.7628,3.8718,3.4167,0
3.514,4.6484,3.6665,3.5836,4.3272,3.5846,0
3.5054,3.2455,3.1373,3.3399,3.583,3.7351,0
2.8583,4.2507,3.6019,3.5126,3.8453,3.7182,0
3.204,4.6604,3.5092,3.907,4.3736,3.8334,0
3.091,4.3638,2.9561,3.31,3.6234,3.9146,0
2.792,3.8039,3.3708,2.8432,3.1101,3.0482,0
2.9948,4.3321,3.6412,3.0876,3.3597,3.2133,0
3.1986,4.3977,3.1512,3.194,3.8437,3.0894,0
3.1356,3.9589,2.5551,2.9564,3.2651,3.3697,0
2.3783,3.5724,2.2009,2.4401,2.9508,2.914,0
3.5317,4.5373,2.9891,3.4678,3.6525,3.9859,0
3.6559,4.598,3.3484,3.661,3.8116,3.9402,0
2.7579,3.9349,2.4085,3.4003,3.7236,3.6486,0
3.1155,4.1641,2.7434,3.3812,3.6807,3.7601,0
3.9812,4.6023,2.8729,4.0986,4.0206,3.919,0
2.2787,4.0806,2.4947,2.5743,3.0997,3.3552,0
3.1275,4.2676,3.6755,3.2438,3.8303,3.4751,0
3.0392,4.2529,2.4757,2.9198,3.1669,3.1807,0
3.1606,4.3834,3.4599,3.23,3.7146,3.3616,0
2.8586,4.2044,3.466,3.2546,3.6991,3.3941,0
3.1817,4.2157,3.2003,3.5395,3.8154,3.5921,0
3.4734,4.5453,3.4338,3.7077,3.6199,3.6236,0
3.8293,4.8534,3.2965,4.1557,4.2103,4.153,0
3.1764,4.1449,3.8156,3.3289,3.4137,3.4964,0
3.5416,4.6252,3.9937,3.6976,4.1813,3.7717,0
3.1638,3.781,2.7085,3.5,3.2075,3.2908,0
3.3097,5.0625,2.61,3.4669,4.7138,3.7228,1
3.9381,4.5336,3.4718,4.1506,3.517,4.2124,0
2.903,4.0588,3.2211,2.709,3.4835,3.3343,0
3.151,4.6726,3.1462,3.8052,3.9645,3.8376,0
3.644,4.3576,4.1204,3.6149,3.7934,3.6847,0
3.2093,4.215,3.0128,3.5326,3.7064,3.8085,0
3.7863,4.7723,3.1809,3.8061,3.7562,3.827,0
3.2546,4.879,3.6344,3.821,4.4655,3.6687,0
3.3954,4.3798,2.8656,3.5134,3.7624,3.8337,0
3.676,4.4904,3.2093,4.5178,4.5862,3.7146,0
3.0789,3.9827,2.4989,3.3276,3.3065,3.2127,0
3.0968,3.8446,2.4314,2.9918,3.271,3.1997,0
3.8582,4.8291,3.1049,3.7512,3.8566,3.9302,0
3.7113,4.5214,3.259,3.5827,3.7147,3.0234,0
3.4771,4.7339,3.6194,5.2169,4.0332,3.3796,0
3.7585,4.5017,3.7861,3.5363,3.7635,3.3355,0
2.5327,3.7353,2.187,2.7852,2.9909,3.4377,0
3.1852,3.9665,2.2204,3.2412,3.6204,3.4048,0
3.4459,4.6593,3.0648,3.5974,3.7134,3.8881,0
3.6558,4.4939,3.1245,3.8005,3.7997,3.7743,0
3.6984,4.7285,2.7964,3.9973,4.1043,4.0325,0
2.7932,3.7787,2.2687,2.789,2.9534,2.7743,0
2.4434,3.87,2.2156,2.7706,3.4905,3.2971,0
2.4664,3.9398,3.3386,3.3994,3.6116,3.2588,0
3.0007,3.8168,3.1139,2.6357,3.1107,2.7015,0
3.9794,4.6522,3.0721,3.8029,3.6599,3.7396,0
3.1632,3.9983,2.8092,3.0453,3.0206,3.012,0
3.5755,4.2784,3.1914,3.5803,3.3488,3.7022,0
3.645,4.3564,2.7691,3.5774,3.5177,3.5024,0
3.5788,4.7945,3.4452,3.8591,4.4304,3.5272,0
3.1857,4.1285,2.5694,3.2216,3.4777,3.3353,0
3.7454,4.383,2.8581,3.9359,3.5578,3.8444,0
3.6209,4.6348,3.19,3.6765,3.8361,3.6515,0
3.2525,4.3024,2.9325,3.4782,3.8016,3.6222,0
2.9975,4.5238,3.6966,3.4457,3.8886,3.2436,0
3.2821,4.4747,2.6404,3.3189,3.5916,3.2259,0
2.7591,4.1078,3.553,3.1725,3.6017,3.4906,0
3.5137,4.7974,3.2443,3.3774,3.4558,3.6223,0
3.4552,4.0277,2.5558,3.6572,3.2648,3.1158,0
3.386,4.6815,4.0903,3.686,4.243,3.74,0
3.5282,4.397,2.7728,3.6288,3.5941,3.5392,0
3.4717,4.7794,3.0532,3.7418,3.9817,3.9046,0
3.6922,4.7443,3.7753,3.8588,4.1591,3.6425,0
3.5422,4.6187,2.9992,3.7328,3.9773,4.005,0
3.6271,4.59,3.8022,3.7969,3.9856,3.6368,0
3.4644,4.1032,3.7751,3.246,3.4076,3.3274,0
2.7989,3.7315,2.4553,2.7806,3.2063,3.5526,0
3.3951,4.6013,3.9854,3.7732,4.0879,3.7864,0
3.4979,4.7522,3.3599,3.6946,4.2954,3.4479,0
3.564,3.859,2.5654,3.2631,2.9952,3.1787,0
4.2232,4.8667,3.7795,4.1164,4.3595,4.249,1
2.9573,4.6122,3.4805,3.7173,4.665,3.9903,0
1.9015,3.6225,2.7214,2.1688,2.7369,3.2146,1
3.93,5.0009,4.7902,3.7262,4.3216,3.6229,0
3.4796,4.7041,3.1441,3.7043,3.9182,3.9477,0
2.8685,4.0693,2.4231,3.2816,3.4958,3.49,0
3.6681,4.6274,2.9213,3.8922,4.0211,3.8647,0
2.8621,2.1345,1.7596,3.19,2.0816,1.2256,1
2.7635,3.9302,2.4175,2.8687,3.3528,3.3297,0
3.2232,4.2558,2.9985,3.2627,3.5828,3.5714,0
3.0713,4.285,3.1169,3.4175,3.6945,3.7976,0
3.6338,4.7325,3.1442,3.6128,3.8462,3.9448,0
3.4233,4.7202,3.8867,3.8472,4.1192,3.5187,0
3.704,4.5724,3.3836,3.8227,3.3749,4.1589,0
2.6402,3.555,2.0815,2.8151,2.8546,2.9711,0
4.1065,4.8829,2.8838,3.8649,3.641,3.7521,0
3.3938,4.7251,3.8881,3.6676,4.0701,3.8483,0
3.7374,4.7696,3.0802,3.7119,3.7083,3.792,0
3.2106,4.3852,2.7338,3.6303,3.7611,3.7147,0
3.9828,4.769,3.03,3.963,4.0017,3.7814,0
3.6038,4.8877,4.1549,3.8066,4.3323,3.7191,0
4.0732,4.7804,3.8237,4.0355,4.3623,3.9323,0
2.5367,3.6706,2.4262,3.0784,2.7893,3.115,0
2.9156,4.1352,2.6089,3.0152,3.4773,3.4138,0
2.9723,3.9326,2.6338,2.772,2.9791,3.3426,0
2.8139,4.1356,3.4075,3.0597,3.4449,3.6183,0
2.233,3.3458,1.7285,2.4476,2.7304,2.8335,0
2.953,5.3186,2.3885,2.9087,5.1157,2.9683,0
3.7512,4.7917,3.1998,3.6151,3.8582,3.5548,0
2.5718,3.966,2.0458,2.9176,3.4361,2.8788,0
2.9463,4.2448,3.1855,3.1165,3.8336,3.0716,0
2.8189,4.4389,2.6613,3.0203,3.6556,3.6603,0
2.8474,3.4192,2.4425,2.7464,2.8359,2.5671,0
3.0383,4.0237,3.2679,2.9582,3.6905,3.2637,0
3.5817,3.5832,1.6007,3.4668,3.0846,2.7679,0
4.0559,3.6238,2.5555,3.7972,3.5134,2.8604,0
2.9893,4.1387,2.403,2.846,3.2576,3.1943,0
3.0553,4.4011,3.3906,3.517,3.938,3.111,0
3.7288,4.3015,2.8989,3.933,3.8428,3.975,0
3.9973,4.8783,3.1508,4.1178,4.311,4.1564,0
4.0716,4.4599,3.0684,3.6942,3.7684,3.9487,0
4.0037,4.7697,3.4987,4.2133,4.2926,4.2834,0
3.2207,4.4985,3.6149,3.355,3.6955,3.2536,0
2.9725,4.0736,2.299,3.2253,3.4522,3.3155,0
2.648,3.7975,2.3512,2.7302,3.275,3.1426,0
3.5717,4.4368,3.0555,4.0791,4.2544,4.0425,0
2.879,3.7971,2.6062,2.7269,3.0222,3.0987,0
3.4559,4.4686,3.0739,3.838,4.0485,3.9781,0
3.5949,4.4774,2.7184,3.7254,3.9203,3.7104,0
3.9611,4.7958,3.2406,4.2315,3.9394,3.8078,0
2.8907,4.1535,3.4908,3.5799,3.9351,3.6808,0
3.6182,4.5152,2.8517,3.9183,3.6054,3.8982,0
3.0876,3.9209,2.5581,2.6911,3.0357,3.0799,0
4.3138,4.295,2.6795,4.4899,3.4599,3.252,0
2.4031,3.8445,3.1077,3.369,3.8175,3.3544,0
2.3727,4.267,2.5142,2.9615,3.7208,3.6163,0
