CO_BATCH_NUMBER,Batch_final_yield,Yield_O_OMNI_FIRST_DISTAL,Yield_O_OMNI_FILAR_WRAPPING,Yield_O_OMNI_PAM_APPLICATION,Yield_O_OMNI_PAM_INSPECTION,Yield_O_OMNI_MECHANICAL_CON,Yield_O_OMNI_ELECTRICAL_CON,Yield_O_OMNI_INS_GAP_FILLING,Yield_O_OMNI_DISPENSER_COIL,Yield_O_OMNI_SMARTCALELITE_TEST_FG,Yield_O_OMNI_DRIFTELITE_TEST_FG,Yield_O_OMNI_OFFSET_TEST,Yield_O_OMNI_MASKING,Yield_O_OMNI_HYDROPHILIC_COATING,Yield_O_OMNI_UNMASKING,Yield_O_OMNI_FINAL_INSP,Yield_O_OMNI_TRAYPREP_ FINAL_TEST,Yield_O_UNILABEL_PRINTING,Yield_O_POUCHING,Yield_O_SECOND_VERIFICATION_PACKAGING
0203232315,0.4844720496894411,1.0,0.9130434782608695,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,0.9,0.8333333333333334,0.9333333333333333,0.9285714285714286,1.0,1.0,0.9230769230769231,1.0,0.9285714285714286,1.0,1.0
0203232316,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0203232317,0.529100529100529,1.0,1.0,1.0,0.9444444444444444,1.0,0.9705882352941176,1.0,1.0,0.8181818181818182,0.8518518518518519,1.0,0.9565217391304348,1.0,1.0,0.9545454545454546,0.9523809523809523,0.9523809523809523,1.0,1.0
0203232318,0.544921875,0.96875,0.96875,1.0,1.0,1.0,0.967741935483871,1.0,1.0,0.9,0.9259259259259259,0.96,0.9583333333333334,1.0,1.0,0.782608695652174,1.0,1.0,1.0,1.0
0203232319,0.4947526236881559,1.0,0.9782608695652174,1.0,0.9777777777777777,0.9555555555555556,0.7906976744186046,1.0,1.0,0.8823529411764706,0.9666666666666667,1.0,1.0,1.0,1.0,0.9310344827586207,1.0,0.9310344827586207,1.0,0.9259259259259259
0203232320,0.4125636672325975,1.0,1.0,1.0,0.8529411764705882,0.9354838709677419,0.9655172413793104,1.0,0.9310344827586207,0.7857142857142857,0.9090909090909091,1.0,0.95,1.0,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9444444444444444
0203232321,0.6284394034866624,1.0,1.0,1.0,1.0,1.0,0.9565217391304348,1.0,0.9565217391304348,0.9090909090909091,1.0,0.95,0.9473684210526315,1.0,1.0,0.9444444444444444,0.9411764705882353,0.9444444444444444,1.0,1.0
0206230150,0.4516711833785006,0.9861111111111112,1.0,1.0,0.971830985915493,0.9855072463768116,0.9558823529411765,1.0,0.9692307692307692,0.8095238095238095,0.7843137254901961,0.975609756097561,1.0,1.0,0.975,0.9230769230769231,0.9722222222222222,0.9761904761904762,0.975609756097561,1.0
0206230520,0.2870813397129186,1.0,0.9824561403508771,1.0,0.9285714285714286,0.9807692307692307,0.9607843137254902,0.9795918367346939,1.0,0.7916666666666666,0.7105263157894737,1.0,1.0,1.0,0.8888888888888888,0.9166666666666666,0.8181818181818182,0.9545454545454546,0.9523809523809523,1.0
0206230521,0.34813186813186814,1.0,0.9846153846153847,0.9846153846153847,0.921875,1.0,0.9322033898305084,0.9821428571428571,1.0,0.8909090909090909,0.7551020408163265,0.9459459459459459,1.0,1.0,0.9714285714285714,0.8529411764705882,0.9310344827586207,0.9666666666666667,1.0,0.896551724137931
0206230522,0.5012285012285014,0.8939393939393939,1.0,1.0,0.9661016949152542,1.0,0.9649122807017544,1.0,1.0,0.8909090909090909,0.9183673469387755,1.0,0.9333333333333333,1.0,0.9761904761904762,0.8292682926829268,1.0,0.972972972972973,1.0,1.0
0206230523,0.5416666666666666,0.9166666666666666,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619047619048,0.7368421052631579,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0
0206230524,0.21428571428571425,0.7857142857142857,0.9545454545454546,0.9523809523809523,1.0,0.95,0.8947368421052632,1.0,1.0,0.7058823529411765,0.75,1.0,1.0,1.0,1.0,0.7777777777777778,0.8571428571428571,1.0,1.0,1.0
0206230525,0.482456140350877,0.9473684210526315,1.0,1.0,1.0,0.9444444444444444,0.8235294117647058,1.0,1.0,0.7857142857142857,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,0.9166666666666666,1.0
0206230526,0.36029411764705876,1.0,1.0,0.9411764705882353,1.0,1.0,0.875,1.0,0.9285714285714286,0.6923076923076923,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,1.0,0.875
0206230527,0.35546875,0.96875,1.0,1.0,0.967741935483871,0.9666666666666667,0.896551724137931,1.0,1.0,0.8076923076923077,0.8095238095238095,0.9411764705882353,1.0,1.0,1.0,0.8125,1.0,0.9375,0.9333333333333333,1.0
0206230528,0.5142857142857142,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,0.8461538461538461,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0
0206230905,0.7371951219512194,1.0,0.975609756097561,0.975,1.0,1.0,1.0,1.0,1.0,0.875,0.9714285714285714,1.0,0.9705882352941176,1.0,1.0,0.9696969696969697,0.96875,1.0,1.0,1.0
0206230906,0.5657526080476899,1.0,1.0,1.0,0.9672131147540983,0.9661016949152542,0.9473684210526315,0.9818181818181818,1.0,0.7962962962962963,0.9767441860465116,0.9761904761904762,1.0,1.0,1.0,0.9512195121951219,0.9743589743589743,1.0,1.0,0.925
0206230907,0.45650522317188996,1.0,0.9555555555555556,1.0,0.9534883720930233,1.0,0.926829268292683,0.9743589743589743,1.0,0.7631578947368421,0.896551724137931,0.9615384615384616,0.96,1.0,1.0,1.0,0.9166666666666666,1.0,0.9583333333333334,1.0
0206230908,0.5983796296296295,1.0,0.9444444444444444,1.0,0.9803921568627451,1.0,0.98,0.9795918367346939,0.9791666666666666,0.8333333333333334,0.925,0.972972972972973,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,0.9428571428571428
0206231953,0.5142857142857142,1.0,0.9714285714285714,1.0,0.9411764705882353,0.96875,0.967741935483871,1.0,1.0,0.7666666666666667,0.9565217391304348,0.9545454545454546,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0
0206231954,0.6309067688378033,1.0,0.9655172413793104,1.0,1.0,1.0,0.9285714285714286,1.0,0.9629629629629629,0.8461538461538461,0.9545454545454546,1.0,0.9523809523809523,1.0,1.0,0.95,1.0,1.0,1.0,1.0
0206231956,0.4999999999999999,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,0.9090909090909091,1.0,0.9,0.8888888888888888,0.875,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0
0206231957,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0206231959,0.5121951219512195,1.0,0.8536585365853658,1.0,1.0,1.0,0.9142857142857143,1.0,0.96875,0.9032258064516129,0.9285714285714286,0.9230769230769231,0.9583333333333334,1.0,1.0,0.9130434782608695,1.0,1.0,1.0,1.0
0206232001,0.2,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
0206232100,0.3614655676511347,1.0,0.979381443298969,0.9393939393939394,0.956989247311828,1.0,0.898876404494382,0.9875,1.0,0.8227848101265823,0.9076923076923077,1.0,0.9661016949152542,1.0,0.9298245614035088,0.9056603773584906,0.8333333333333334,0.9375,1.0,0.9743589743589743
0206232101,0.34210526315789463,1.0,1.0,0.9210526315789473,0.8571428571428571,0.9666666666666667,0.9655172413793104,1.0,1.0,0.8571428571428571,0.7916666666666666,0.9473684210526315,1.0,0.9444444444444444,0.9411764705882353,0.8125,1.0,1.0,1.0,1.0
0206232102,0.4434829637641967,1.0,0.9534883720930233,1.0,0.9634146341463414,0.9873417721518988,0.9487179487179487,0.9864864864864865,1.0,0.7397260273972602,0.9074074074074074,0.9795918367346939,1.0,1.0,0.9791666666666666,0.9361702127659575,0.9090909090909091,0.9767441860465116,0.9761904761904762,1.0
0206232103,0.4871677521563104,1.0,0.9736842105263158,0.9487179487179487,0.9459459459459459,0.9714285714285714,1.0,1.0,0.9714285714285714,0.8529411764705882,0.8620689655172413,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0,0.9130434782608695
0206232104,0.427928891585729,0.9880952380952381,0.963855421686747,1.0,0.9375,0.9866666666666667,0.9459459459459459,0.9859154929577465,0.9859154929577465,0.9,0.7777777777777778,0.9591836734693877,0.9787234042553191,1.0,0.9782608695652174,0.9111111111111111,1.0,0.9019607843137255,1.0,1.0
0206232105,0.524731182795699,0.9066666666666666,1.0,1.0,0.9411764705882353,0.984375,0.9682539682539683,1.0,0.9838709677419355,0.8852459016393442,0.8888888888888888,0.9583333333333334,0.9782608695652174,1.0,1.0,0.9333333333333333,0.9761904761904762,1.0,1.0,0.975609756097561
0207230501,0.5465240537240537,1.0,0.9866666666666667,1.0,0.972972972972973,1.0,0.9444444444444444,0.9571428571428572,1.0,0.8656716417910447,0.8793103448275862,1.0,0.9807692307692307,0.9803921568627451,1.0,0.94,0.9361702127659575,1.0,1.0,0.9777777777777777
0207230502,0.5195109228087587,1.0,0.9154929577464789,1.0,0.9384615384615385,0.9836065573770492,0.9666666666666667,0.9666666666666667,1.0,0.8448275862068966,0.8571428571428571,1.0,0.9761904761904762,1.0,1.0,0.975609756097561,1.0,0.9777777777777777,1.0,0.975609756097561
0207230503,0.6354109211252068,1.0,0.9594594594594594,1.0,0.9577464788732394,1.0,0.9852941176470589,1.0,1.0,0.9104477611940298,0.9016393442622951,0.9636363636363636,1.0,1.0,1.0,0.9056603773584906,1.0,1.0,1.0,0.9795918367346939
0207230504,0.5501047950995264,1.0,0.9726027397260274,0.9859154929577465,1.0,0.9571428571428572,0.9552238805970149,0.9692307692307692,0.984375,0.9047619047619048,0.8947368421052632,0.9607843137254902,1.0,1.0,1.0,0.9387755102040817,1.0,0.9807692307692307,1.0,0.9183673469387755
0207230505,0.49080841226042216,1.0,0.9204545454545454,1.0,0.9506172839506173,0.974025974025974,0.96,1.0,1.0,0.8333333333333334,0.9,0.9814814814814815,1.0,1.0,1.0,0.8679245283018868,0.9782608695652174,0.9811320754716981,1.0,0.9782608695652174
0207230506,0.6945736434108528,1.0,0.9777777777777777,0.9886363636363636,0.9770114942528736,1.0,0.9767441860465116,0.9882352941176471,1.0,0.9523809523809523,0.9375,0.96,0.9583333333333334,1.0,1.0,0.9710144927536232,0.9850746268656716,1.0,1.0,0.9696969696969697
0207230507,0.5797729618163054,1.0,1.0,1.0,0.9764705882352941,0.9759036144578314,0.9629629629629629,1.0,1.0,0.8461538461538461,0.9242424242424242,0.9836065573770492,0.95,1.0,1.0,0.9298245614035088,1.0,1.0,1.0,0.9298245614035088
0207230508,0.6004357298474946,0.9647058823529412,1.0,0.9878048780487805,0.9876543209876543,1.0,0.925,1.0,1.0,0.918918918918919,0.8676470588235294,1.0,0.9830508474576272,1.0,0.9827586206896551,0.9298245614035088,0.9811320754716981,0.9814814814814815,1.0,1.0
0207230509,0.7353162650602411,1.0,1.0,1.0,1.0,1.0,0.9759036144578314,1.0,0.9876543209876543,0.8875,0.9577464788732394,0.9852941176470589,1.0,1.0,1.0,0.9402985074626866,0.9841269841269841,1.0,0.984375,1.0
0207230510,0.5438693300960159,1.0,0.975609756097561,0.9875,0.9746835443037974,1.0,0.9230769230769231,1.0,1.0,0.8472222222222222,0.9344262295081968,0.9298245614035088,1.0,1.0,1.0,0.9056603773584906,1.0,1.0,1.0,0.9411764705882353
0207230511,0.49466666666666653,1.0,0.9529411764705882,1.0,0.9876543209876543,1.0,0.9125,1.0,1.0,0.9452054794520548,0.8840579710144928,0.9836065573770492,0.9833333333333333,1.0,1.0,0.9322033898305084,0.9636363636363636,0.9666666666666667,0.9655172413793104,0.85
0207230512,0.5681743421052631,1.0,0.8947368421052632,1.0,0.9705882352941176,1.0,0.9393939393939394,1.0,1.0,0.9354838709677419,0.9310344827586207,0.9444444444444444,1.0,1.0,1.0,0.9411764705882353,0.9791666666666666,1.0,0.98,0.9375
0207231136,0.6375,1.0,1.0,1.0,0.9583333333333334,1.0,0.9565217391304348,1.0,1.0,0.9090909090909091,0.95,1.0,0.8947368421052632,1.0,1.0,1.0,1.0,0.95,0.9473684210526315,1.0
0207231137,0.6364106404221935,1.0,0.9878048780487805,1.0,0.9629629629629629,0.9743589743589743,0.9342105263157895,1.0,1.0,0.8450704225352113,0.95,1.0,1.0,1.0,1.0,0.9649122807017544,1.0,0.9833333333333333,1.0,0.9649122807017544
0207231138,0.6236559139784945,1.0,0.9885057471264368,1.0,0.9883720930232558,1.0,0.9764705882352941,1.0,0.9879518072289156,0.8414634146341463,0.8985507246376812,1.0,0.967741935483871,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,0.9354838709677419
0207231139,0.5756038930581613,1.0,0.9146341463414634,1.0,0.9333333333333333,0.9857142857142858,0.9565217391304348,0.9848484848484849,1.0,0.8923076923076924,1.0,0.9655172413793104,0.9464285714285714,1.0,1.0,0.9811320754716981,0.9807692307692307,0.9821428571428571,1.0,0.9423076923076923
0207231140,0.6094260865338148,1.0,0.967032967032967,1.0,0.9431818181818182,1.0,0.9518072289156626,0.9875,1.0,0.8227848101265823,0.9384615384615385,1.0,1.0,1.0,1.0,0.9672131147540983,1.0,0.9841269841269841,1.0,0.9672131147540983
0207231141,0.6289484320547697,1.0,0.9764705882352941,1.0,0.9397590361445783,1.0,0.8974358974358975,0.9859154929577465,1.0,0.9285714285714286,0.9384615384615385,1.0,0.9836065573770492,1.0,1.0,0.9672131147540983,0.9661016949152542,0.9841269841269841,1.0,0.9827586206896551
0207231142,0.5349520905923344,1.0,0.975609756097561,1.0,0.975,1.0,0.9871794871794872,1.0,1.0,0.8571428571428571,0.8636363636363636,0.9824561403508771,0.9821428571428571,1.0,1.0,0.9636363636363636,0.9622641509433962,0.9814814814814815,0.9622641509433962,0.9107142857142857
0207231143,0.5974137931034482,1.0,1.0,1.0,0.9655172413793104,1.0,0.9821428571428571,0.9821428571428571,1.0,0.8545454545454545,0.8936170212765957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84
0207231144,0.6485294117647057,1.0,1.0,0.9852941176470589,0.9253731343283582,0.9838709677419355,0.9508196721311475,1.0,0.9827586206896551,0.8947368421052632,0.9607843137254902,0.9795918367346939,1.0,1.0,1.0,0.9791666666666666,0.9787234042553191,1.0,0.98,0.9782608695652174
0207231145,0.5288901601830663,1.0,0.9210526315789473,1.0,0.9571428571428572,0.9701492537313433,0.9384615384615385,1.0,1.0,0.9180327868852459,0.9285714285714286,1.0,0.9615384615384616,1.0,0.98,0.8775510204081632,1.0,1.0,1.0,0.9347826086956522
0207231146,0.48198920096548703,1.0,0.975,1.0,0.9871794871794872,0.974025974025974,0.9342105263157895,0.9726027397260274,0.9859154929577465,0.8,0.9107142857142857,0.9607843137254902,0.9591836734693877,1.0,1.0,0.9565217391304348,1.0,1.0,0.9787234042553191,0.9130434782608695
0207231147,0.6458074456980964,1.0,0.974025974025974,1.0,0.9733333333333334,0.9863013698630136,0.9861111111111112,0.9861111111111112,1.0,0.9295774647887324,0.9848484848484849,0.9692307692307692,0.9841269841269841,1.0,0.9838709677419355,0.9508196721311475,0.9655172413793104,1.0,0.9838709677419355,0.9152542372881356
0207231148,0.48822291021671815,1.0,0.9529411764705882,1.0,0.9629629629629629,0.9871794871794872,0.9615384615384616,1.0,1.0,0.84,0.873015873015873,0.9818181818181818,0.9814814814814815,1.0,1.0,0.9811320754716981,0.9230769230769231,0.9649122807017544,0.9454545454545454,0.96
0208231419,0.647560975609756,1.0,1.0,1.0,0.9512195121951219,0.9871794871794872,0.9090909090909091,1.0,1.0,0.8571428571428571,0.9666666666666667,0.9655172413793104,1.0,1.0,1.0,0.9642857142857143,1.0,0.9833333333333333,1.0,1.0
0208231420,0.6824999999999999,1.0,1.0,0.99,0.9494949494949495,0.9893617021276596,0.978494623655914,1.0,0.9891304347826086,0.9120879120879121,0.9156626506024096,0.9605263157894737,0.9726027397260274,1.0,1.0,0.971830985915493,1.0,1.0,1.0,1.0
0208231421,0.617283950617284,1.0,0.9871794871794872,0.987012987012987,0.9605263157894737,1.0,0.9726027397260274,1.0,1.0,0.971830985915493,0.927536231884058,0.96875,0.9838709677419355,1.0,1.0,0.8852459016393442,0.9444444444444444,0.9629629629629629,1.0,0.9803921568627451
0208231422,0.5651422285085651,1.0,0.9900990099009901,0.98,0.9183673469387755,0.9777777777777777,0.9772727272727273,0.9883720930232558,1.0,0.8235294117647058,0.9428571428571428,0.9545454545454546,0.9682539682539683,1.0,1.0,0.9836065573770492,0.9833333333333333,0.9841269841269841,1.0,0.9830508474576272
0208231423,0.4645841978869742,1.0,0.9156626506024096,1.0,0.9342105263157895,0.9859154929577465,0.9285714285714286,1.0,0.9848484848484849,0.8461538461538461,0.9454545454545454,0.9038461538461539,0.9574468085106383,1.0,1.0,0.9111111111111111,1.0,0.9782608695652174,1.0,0.9761904761904762
0208231424,0.5846088435374146,0.9880952380952381,0.9879518072289156,1.0,0.9512195121951219,1.0,0.9487179487179487,1.0,1.0,0.8783783783783784,0.8769230769230769,0.9824561403508771,0.9821428571428571,1.0,1.0,0.9272727272727272,0.9803921568627451,0.9821428571428571,1.0,1.0
0208231425,0.5610645933014355,0.9431818181818182,0.9879518072289156,0.9878048780487805,0.9753086419753086,0.9746835443037974,0.974025974025974,1.0,0.9866666666666667,0.8918918918918919,0.9545454545454546,0.9682539682539683,0.9836065573770492,1.0,1.0,0.9166666666666666,0.9818181818181818,1.0,0.9833333333333333,0.9298245614035088
0208231426,0.5677442288390764,1.0,0.9761904761904762,1.0,0.975609756097561,0.975,0.9358974358974359,1.0,1.0,0.9178082191780822,0.9104477611940298,1.0,0.9836065573770492,1.0,0.9666666666666667,0.9827586206896551,0.9473684210526315,0.9672131147540983,0.9833333333333333,0.9285714285714286
0208231427,0.5714183110983425,1.0,0.9759036144578314,0.9876543209876543,0.9875,0.9746835443037974,0.948051948051948,1.0,1.0,0.8356164383561644,0.9180327868852459,0.9821428571428571,1.0,1.0,1.0,0.9454545454545454,1.0,0.9836065573770492,1.0,0.9272727272727272
0208231428,0.48839620703991826,1.0,0.9876543209876543,1.0,0.9875,1.0,0.9873417721518988,1.0,1.0,0.8227848101265823,0.8615384615384616,0.9642857142857143,0.9444444444444444,1.0,1.0,0.9803921568627451,1.0,0.9473684210526315,0.9473684210526315,0.8928571428571429
0208231429,0.5571311527068756,1.0,0.9883720930232558,0.9764705882352941,1.0,0.9759036144578314,0.975609756097561,0.9753086419753086,1.0,0.7974683544303798,0.9682539682539683,1.0,0.9672131147540983,1.0,1.0,0.9152542372881356,0.9629629629629629,1.0,1.0,0.9444444444444444
0208231430,0.42409362212317886,1.0,0.9574468085106383,1.0,0.9555555555555556,1.0,0.9195402298850575,1.0,1.0,0.8,0.765625,0.9591836734693877,0.9787234042553191,1.0,1.0,0.9782608695652174,0.9777777777777777,0.9795918367346939,0.9791666666666666,0.9555555555555556
0208231902,0.5456410256410257,1.0,0.9743589743589743,1.0,0.922077922077922,0.9859154929577465,0.9714285714285714,1.0,0.9852941176470589,0.8656716417910447,0.8620689655172413,1.0,0.98,1.0,1.0,0.9591836734693877,0.9787234042553191,0.98,1.0,0.9565217391304348
0208231903,0.5756537982565381,1.0,1.0,1.0,0.958904109589041,1.0,0.9714285714285714,1.0,1.0,0.8529411764705882,0.9655172413793104,0.9642857142857143,0.9814814814814815,1.0,0.9622641509433962,0.8823529411764706,0.9555555555555556,1.0,1.0,0.9772727272727273
0208231904,0.5711237553342816,0.9864864864864865,0.9605263157894737,1.0,0.958904109589041,0.9857142857142858,0.9855072463768116,1.0,1.0,0.9117647058823529,0.8548387096774194,0.9622641509433962,0.9803921568627451,1.0,0.98,0.9183673469387755,1.0,1.0,1.0,0.9777777777777777
0208231905,0.6716417910447762,0.9850746268656716,0.9848484848484849,1.0,0.9846153846153847,1.0,0.953125,1.0,1.0,0.8524590163934426,0.9230769230769231,0.9791666666666666,1.0,1.0,1.0,0.9574468085106383,1.0,1.0,1.0,1.0
0208231906,0.5822898032200357,0.8269230769230769,1.0,1.0,0.9767441860465116,1.0,0.9302325581395349,1.0,1.0,0.95,1.0,1.0,0.9736842105263158,1.0,1.0,0.9459459459459459,0.8857142857142857,1.0,1.0,1.0
0208232041,0.5601587155682202,1.0,0.9710144927536232,1.0,0.9701492537313433,1.0,0.9545454545454546,1.0,1.0,0.873015873015873,0.8363636363636363,0.9565217391304348,1.0,1.0,1.0,1.0,0.9545454545454546,0.98,1.0,0.9534883720930233
0208232042,0.6289655172413792,1.0,0.9827586206896551,1.0,0.9649122807017544,1.0,0.9818181818181818,1.0,0.9818181818181818,0.8888888888888888,0.875,0.9523809523809523,1.0,1.0,1.0,0.95,1.0,0.9777777777777777,1.0,1.0
0208232043,0.6643081761006288,1.0,0.9583333333333334,1.0,0.9710144927536232,0.9850746268656716,1.0,1.0,1.0,0.9242424242424242,0.9508196721311475,0.9655172413793104,0.9642857142857143,1.0,1.0,0.9629629629629629,1.0,0.9558823529411765,1.0,0.9622641509433962
0208232044,0.41428571428571426,0.984375,0.9523809523809523,1.0,0.9833333333333333,0.9830508474576272,0.896551724137931,1.0,1.0,0.7692307692307693,0.875,1.0,1.0,1.0,0.9714285714285714,0.9411764705882353,0.90625,0.9142857142857143,1.0,1.0
0208232045,0.5051563019195868,1.0,0.9565217391304348,1.0,0.9242424242424242,0.9836065573770492,0.9833333333333333,0.9833333333333333,0.9830508474576272,0.8103448275862069,0.9148936170212766,0.9767441860465116,0.9523809523809523,1.0,0.95,1.0,1.0,0.9555555555555556,0.9761904761904762,1.0
0208232046,0.6188986232790988,1.0,0.9852941176470589,1.0,0.9552238805970149,0.984375,0.9841269841269841,0.9838709677419355,1.0,0.8688524590163934,0.9056603773584906,0.9791666666666666,0.9574468085106383,1.0,0.9777777777777777,0.9772727272727273,1.0,1.0,0.9787234042553191,1.0
0208232047,0.5122108843537412,1.0,0.9880952380952381,1.0,0.963855421686747,0.975,0.9487179487179487,0.9866666666666667,0.9733333333333334,0.8493150684931506,0.8548387096774194,0.9811320754716981,0.9807692307692307,1.0,1.0,0.9411764705882353,0.9791666666666666,0.9821428571428571,1.0,0.9574468085106383
0208232048,0.5945861367548113,1.0,0.9879518072289156,1.0,0.9634146341463414,1.0,0.9620253164556962,1.0,0.987012987012987,0.8157894736842105,0.9032258064516129,0.9821428571428571,1.0,1.0,1.0,0.9454545454545454,0.9615384615384616,1.0,1.0,1.0
0208232049,0.5238095238095236,1.0,0.8571428571428571,1.0,0.9583333333333334,1.0,0.9130434782608695,1.0,1.0,0.873015873015873,0.8727272727272727,0.9791666666666666,1.0,1.0,1.0,0.9787234042553191,0.9565217391304348,1.0,1.0,1.0
0208232050,0.5025310630464797,1.0,0.9512195121951219,1.0,0.9615384615384616,0.9866666666666667,0.972972972972973,0.9861111111111112,1.0,0.8450704225352113,0.9,0.9629629629629629,0.9423076923076923,1.0,0.9795918367346939,0.9375,0.9777777777777777,1.0,0.9811320754716981,0.9545454545454546
0208232051,0.3748519148437041,0.9666666666666667,0.8382352941176471,1.0,0.9152542372881356,0.9629629629629629,0.9807692307692307,1.0,1.0,0.7647058823529411,0.8717948717948718,0.9117647058823529,1.0,1.0,1.0,0.9354838709677419,1.0,0.9411764705882353,1.0,1.0
0208232052,0.4534806292158764,1.0,0.8817204301075269,1.0,0.9518072289156626,0.9873417721518988,0.9113924050632911,1.0,0.9861111111111112,0.7746478873239436,0.9454545454545454,1.0,0.9807692307692307,1.0,0.9607843137254902,0.9795918367346939,0.9583333333333334,0.9607843137254902,1.0,0.9782608695652174
0209230814,0.37594442038640896,0.82,1.0,0.9878048780487805,0.9166666666666666,1.0,0.9620253164556962,0.9868421052631579,0.9868421052631579,0.8666666666666667,0.9384615384615385,0.8688524590163934,1.0,1.0,1.0,0.8867924528301887,1.0,0.98,1.0,0.88
0209230815,0.5963424876123289,1.0,0.9333333333333333,1.0,0.9880952380952381,1.0,1.0,1.0,0.9880952380952381,0.9036144578313253,0.9066666666666666,1.0,0.9558823529411765,1.0,1.0,0.9384615384615385,0.9672131147540983,1.0,1.0,0.9206349206349206
0209230816,0.6309067688378032,1.0,0.9629629629629629,1.0,0.9615384615384616,1.0,0.9733333333333334,1.0,1.0,0.8493150684931506,0.9193548387096774,0.9824561403508771,1.0,1.0,1.0,0.9642857142857143,0.9629629629629629,0.9827586206896551,1.0,1.0
0209230817,0.49904610492845786,1.0,0.9411764705882353,1.0,0.9375,0.9733333333333334,0.9459459459459459,1.0,1.0,0.7857142857142857,0.9454545454545454,0.9615384615384616,0.92,1.0,0.9782608695652174,1.0,0.9777777777777777,1.0,1.0,0.9772727272727273
0209230818,0.5905128205128205,1.0,1.0,0.9866666666666667,0.972972972972973,1.0,0.9305555555555556,1.0,1.0,0.8656716417910447,0.9137931034482759,1.0,0.9811320754716981,1.0,1.0,0.9230769230769231,0.9791666666666666,0.9423076923076923,1.0,1.0
0209230819,0.6321189422313018,1.0,0.9550561797752809,0.9882352941176471,0.9523809523809523,0.9875,0.9746835443037974,1.0,1.0,0.922077922077922,0.9014084507042254,0.96875,1.0,1.0,1.0,0.9516129032258065,1.0,0.9848484848484849,0.9846153846153847,0.9833333333333333
0210230518,0.45363780315026253,1.0,0.9859154929577465,1.0,0.9,1.0,0.9538461538461539,0.9838709677419355,1.0,0.819672131147541,0.82,0.975609756097561,0.975,1.0,1.0,0.9743589743589743,0.9473684210526315,1.0,1.0,0.9230769230769231
0210230519,0.47995710167869965,1.0,0.95,0.9868421052631579,0.96,0.9722222222222222,0.9436619718309859,1.0,0.9852941176470589,0.8059701492537313,0.8888888888888888,0.9583333333333334,1.0,0.9387755102040817,1.0,1.0,1.0,0.9791666666666666,1.0,0.9347826086956522
0210230520,0.48074085355535245,1.0,0.96,1.0,0.9027777777777778,1.0,0.9104477611940298,0.9836065573770492,1.0,0.8333333333333334,0.86,1.0,0.9534883720930233,0.9761904761904762,1.0,0.9512195121951219,1.0,0.9761904761904762,1.0,1.0
0210230521,0.48079551820728283,1.0,0.9764705882352941,1.0,0.9642857142857143,0.9876543209876543,0.925,1.0,0.972972972972973,0.8194444444444444,0.8813559322033898,0.9423076923076923,0.9591836734693877,0.94,1.0,0.9574468085106383,0.9777777777777777,1.0,1.0,1.0
0210230522,0.49139048426290055,1.0,0.9710144927536232,1.0,0.9402985074626866,0.9841269841269841,0.9523809523809523,1.0,0.9836065573770492,0.75,0.9111111111111111,0.9512195121951219,1.0,1.0,1.0,0.9487179487179487,0.972972972972973,1.0,1.0,0.972972972972973
0210230523,0.3999999999999999,1.0,0.95,1.0,0.8421052631578947,1.0,1.0,1.0,1.0,0.6875,0.8181818181818182,1.0,1.0,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0
0210230844,0.3526411657559198,1.0,0.8032786885245902,0.9795918367346939,0.9583333333333334,0.9782608695652174,0.9777777777777777,1.0,0.9777777777777777,0.8636363636363636,0.8947368421052632,0.8823529411764706,0.9666666666666667,1.0,1.0,0.8620689655172413,0.92,1.0,1.0,0.9565217391304348
0210230845,0.46422101449275355,1.0,0.9565217391304348,1.0,0.9318181818181818,1.0,0.9285714285714286,1.0,0.975,0.8461538461538461,1.0,0.8787878787878788,1.0,1.0,1.0,0.9310344827586207,0.9259259259259259,0.9333333333333333,1.0,0.9615384615384616
